regcode,region,month,year,marriage,date
8.1e+10,Республика Бурятия,январь,2007,464,2007-01-01
8.1e+10,Республика Бурятия,январь,2008,495,2008-01-01
8.1e+10,Республика Бурятия,январь,2009,461,2009-01-01
8.1e+10,Республика Бурятия,январь,2010,462,2010-01-01
8.1e+10,Республика Бурятия,январь,2011,434,2011-01-01
8.1e+10,Республика Бурятия,январь,2012,386,2012-01-01
8.1e+10,Республика Бурятия,январь,2013,401,2013-01-01
8.1e+10,Республика Бурятия,январь,2014,365,2014-01-01
8.1e+10,Республика Бурятия,январь,2015,348,2015-01-01
8.1e+10,Республика Бурятия,январь,2016,332,2016-01-01
8.1e+10,Республика Бурятия,январь,2017,311,2017-01-01
8.1e+10,Республика Бурятия,январь,2018,337,2018-01-01
8.1e+10,Республика Бурятия,январь,2019,303,2019-01-01
8.1e+10,Республика Бурятия,январь,2020,308,2020-01-01
8.1e+10,Республика Бурятия,февраль,2006,436,2006-02-01
8.1e+10,Республика Бурятия,февраль,2007,522,2007-02-01
8.1e+10,Республика Бурятия,февраль,2008,454,2008-02-01
8.1e+10,Республика Бурятия,февраль,2009,580,2009-02-01
8.1e+10,Республика Бурятия,февраль,2010,488,2010-02-01
8.1e+10,Республика Бурятия,февраль,2011,490,2011-02-01
8.1e+10,Республика Бурятия,февраль,2012,474,2012-02-01
8.1e+10,Республика Бурятия,февраль,2013,478,2013-02-01
8.1e+10,Республика Бурятия,февраль,2014,479,2014-02-01
8.1e+10,Республика Бурятия,февраль,2015,396,2015-02-01
8.1e+10,Республика Бурятия,февраль,2016,379,2016-02-01
8.1e+10,Республика Бурятия,февраль,2017,424,2017-02-01
8.1e+10,Республика Бурятия,февраль,2018,354,2018-02-01
8.1e+10,Республика Бурятия,февраль,2019,356,2019-02-01
8.1e+10,Республика Бурятия,февраль,2020,412,2020-02-01
8.1e+10,Республика Бурятия,март,2006,577,2006-03-01
8.1e+10,Республика Бурятия,март,2007,614,2007-03-01
8.1e+10,Республика Бурятия,март,2008,566,2008-03-01
8.1e+10,Республика Бурятия,март,2009,633,2009-03-01
8.1e+10,Республика Бурятия,март,2010,572,2010-03-01
8.1e+10,Республика Бурятия,март,2011,666,2011-03-01
8.1e+10,Республика Бурятия,март,2012,534,2012-03-01
8.1e+10,Республика Бурятия,март,2013,643,2013-03-01
8.1e+10,Республика Бурятия,март,2014,518,2014-03-01
8.1e+10,Республика Бурятия,март,2015,470,2015-03-01
8.1e+10,Республика Бурятия,март,2016,428,2016-03-01
8.1e+10,Республика Бурятия,март,2017,481,2017-03-01
8.1e+10,Республика Бурятия,март,2018,430,2018-03-01
8.1e+10,Республика Бурятия,март,2019,451,2019-03-01
8.1e+10,Республика Бурятия,март,2020,354,2020-03-01
8.1e+10,Республика Бурятия,апрель,2006,717,2006-04-01
8.1e+10,Республика Бурятия,апрель,2007,785,2007-04-01
8.1e+10,Республика Бурятия,апрель,2008,731,2008-04-01
8.1e+10,Республика Бурятия,апрель,2009,859,2009-04-01
8.1e+10,Республика Бурятия,апрель,2010,862,2010-04-01
8.1e+10,Республика Бурятия,апрель,2011,724,2011-04-01
8.1e+10,Республика Бурятия,апрель,2012,715,2012-04-01
8.1e+10,Республика Бурятия,апрель,2013,702,2013-04-01
8.1e+10,Республика Бурятия,апрель,2014,684,2014-04-01
8.1e+10,Республика Бурятия,апрель,2015,667,2015-04-01
8.1e+10,Республика Бурятия,апрель,2016,475,2016-04-01
8.1e+10,Республика Бурятия,апрель,2017,544,2017-04-01
8.1e+10,Республика Бурятия,апрель,2018,500,2018-04-01
8.1e+10,Республика Бурятия,апрель,2019,498,2019-04-01
8.1e+10,Республика Бурятия,апрель,2020,112,2020-04-01
8.1e+10,Республика Бурятия,мая,2006,164,2006-05-01
8.1e+10,Республика Бурятия,мая,2007,178,2007-05-01
8.1e+10,Республика Бурятия,мая,2008,190,2008-05-01
8.1e+10,Республика Бурятия,мая,2009,156,2009-05-01
8.1e+10,Республика Бурятия,мая,2010,160,2010-05-01
8.1e+10,Республика Бурятия,мая,2011,181,2011-05-01
8.1e+10,Республика Бурятия,мая,2012,197,2012-05-01
8.1e+10,Республика Бурятия,мая,2013,191,2013-05-01
8.1e+10,Республика Бурятия,мая,2014,179,2014-05-01
8.1e+10,Республика Бурятия,мая,2015,163,2015-05-01
8.1e+10,Республика Бурятия,мая,2016,162,2016-05-01
8.1e+10,Республика Бурятия,мая,2017,193,2017-05-01
8.1e+10,Республика Бурятия,мая,2018,170,2018-05-01
8.1e+10,Республика Бурятия,мая,2019,141,2019-05-01
8.1e+10,Республика Бурятия,мая,2020,80,2020-05-01
8.1e+10,Республика Бурятия,июнь,2006,720,2006-06-01
8.1e+10,Республика Бурятия,июнь,2007,738,2007-06-01
8.1e+10,Республика Бурятия,июнь,2008,720,2008-06-01
8.1e+10,Республика Бурятия,июнь,2009,828,2009-06-01
8.1e+10,Республика Бурятия,июнь,2010,761,2010-06-01
8.1e+10,Республика Бурятия,июнь,2011,839,2011-06-01
8.1e+10,Республика Бурятия,июнь,2012,808,2012-06-01
8.1e+10,Республика Бурятия,июнь,2013,848,2013-06-01
8.1e+10,Республика Бурятия,июнь,2014,801,2014-06-01
8.1e+10,Республика Бурятия,июнь,2015,699,2015-06-01
8.1e+10,Республика Бурятия,июнь,2016,618,2016-06-01
8.1e+10,Республика Бурятия,июнь,2017,678,2017-06-01
8.1e+10,Республика Бурятия,июнь,2018,677,2018-06-01
8.1e+10,Республика Бурятия,июнь,2019,615,2019-06-01
8.1e+10,Республика Бурятия,июнь,2020,429,2020-06-01
8.1e+10,Республика Бурятия,июль,2006,829,2006-07-01
8.1e+10,Республика Бурятия,июль,2007,915,2007-07-01
8.1e+10,Республика Бурятия,июль,2008,773,2008-07-01
8.1e+10,Республика Бурятия,июль,2009,889,2009-07-01
8.1e+10,Республика Бурятия,июль,2010,1023,2010-07-01
8.1e+10,Республика Бурятия,июль,2011,1014,2011-07-01
8.1e+10,Республика Бурятия,июль,2012,906,2012-07-01
8.1e+10,Республика Бурятия,июль,2013,873,2013-07-01
8.1e+10,Республика Бурятия,июль,2014,834,2014-07-01
8.1e+10,Республика Бурятия,июль,2015,818,2015-07-01
8.1e+10,Республика Бурятия,июль,2016,739,2016-07-01
8.1e+10,Республика Бурятия,июль,2017,890,2017-07-01
8.1e+10,Республика Бурятия,июль,2018,691,2018-07-01
8.1e+10,Республика Бурятия,июль,2019,663,2019-07-01
8.1e+10,Республика Бурятия,июль,2020,552,2020-07-01
8.1e+10,Республика Бурятия,август,2006,947,2006-08-01
8.1e+10,Республика Бурятия,август,2007,965,2007-08-01
8.1e+10,Республика Бурятия,август,2008,1162,2008-08-01
8.1e+10,Республика Бурятия,август,2009,1026,2009-08-01
8.1e+10,Республика Бурятия,август,2010,925,2010-08-01
8.1e+10,Республика Бурятия,август,2011,1035,2011-08-01
8.1e+10,Республика Бурятия,август,2012,960,2012-08-01
8.1e+10,Республика Бурятия,август,2013,1098,2013-08-01
8.1e+10,Республика Бурятия,август,2014,1011,2014-08-01
8.1e+10,Республика Бурятия,август,2015,834,2015-08-01
8.1e+10,Республика Бурятия,август,2016,727,2016-08-01
8.1e+10,Республика Бурятия,август,2017,786,2017-08-01
8.1e+10,Республика Бурятия,август,2018,875,2018-08-01
8.1e+10,Республика Бурятия,август,2019,740,2019-08-01
8.1e+10,Республика Бурятия,август,2020,628,2020-08-01
8.1e+10,Республика Бурятия,сентябрь,2006,853,2006-09-01
8.1e+10,Республика Бурятия,сентябрь,2007,809,2007-09-01
8.1e+10,Республика Бурятия,сентябрь,2008,733,2008-09-01
8.1e+10,Республика Бурятия,сентябрь,2009,806,2009-09-01
8.1e+10,Республика Бурятия,сентябрь,2010,825,2010-09-01
8.1e+10,Республика Бурятия,сентябрь,2011,893,2011-09-01
8.1e+10,Республика Бурятия,сентябрь,2012,782,2012-09-01
8.1e+10,Республика Бурятия,сентябрь,2013,830,2013-09-01
8.1e+10,Республика Бурятия,сентябрь,2014,707,2014-09-01
8.1e+10,Республика Бурятия,сентябрь,2015,614,2015-09-01
8.1e+10,Республика Бурятия,сентябрь,2016,476,2016-09-01
8.1e+10,Республика Бурятия,сентябрь,2017,540,2017-09-01
8.1e+10,Республика Бурятия,сентябрь,2018,500,2018-09-01
8.1e+10,Республика Бурятия,сентябрь,2019,551,2019-09-01
8.1e+10,Республика Бурятия,сентябрь,2020,468,2020-09-01
8.1e+10,Республика Бурятия,октябрь,2006,762,2006-10-01
8.1e+10,Республика Бурятия,октябрь,2007,809,2007-10-01
8.1e+10,Республика Бурятия,октябрь,2008,814,2008-10-01
8.1e+10,Республика Бурятия,октябрь,2009,795,2009-10-01
8.1e+10,Республика Бурятия,октябрь,2010,853,2010-10-01
8.1e+10,Республика Бурятия,октябрь,2011,890,2011-10-01
8.1e+10,Республика Бурятия,октябрь,2012,642,2012-10-01
8.1e+10,Республика Бурятия,октябрь,2013,684,2013-10-01
8.1e+10,Республика Бурятия,октябрь,2014,718,2014-10-01
8.1e+10,Республика Бурятия,октябрь,2015,621,2015-10-01
8.1e+10,Республика Бурятия,октябрь,2016,483,2016-10-01
8.1e+10,Республика Бурятия,октябрь,2017,541,2017-10-01
8.1e+10,Республика Бурятия,октябрь,2018,318,2018-10-01
8.1e+10,Республика Бурятия,октябрь,2019,497,2019-10-01
8.1e+10,Республика Бурятия,октябрь,2020,410,2020-10-01
8.1e+10,Республика Бурятия,ноябрь,2006,694,2006-11-01
8.1e+10,Республика Бурятия,ноябрь,2007,907,2007-11-01
8.1e+10,Республика Бурятия,ноябрь,2008,708,2008-11-01
8.1e+10,Республика Бурятия,ноябрь,2009,632,2009-11-01
8.1e+10,Республика Бурятия,ноябрь,2010,632,2010-11-01
8.1e+10,Республика Бурятия,ноябрь,2011,864,2011-11-01
8.1e+10,Республика Бурятия,ноябрь,2012,630,2012-11-01
8.1e+10,Республика Бурятия,ноябрь,2013,636,2013-11-01
8.1e+10,Республика Бурятия,ноябрь,2014,577,2014-11-01
8.1e+10,Республика Бурятия,ноябрь,2015,582,2015-11-01
8.1e+10,Республика Бурятия,ноябрь,2016,417,2016-11-01
8.1e+10,Республика Бурятия,ноябрь,2017,455,2017-11-01
8.1e+10,Республика Бурятия,ноябрь,2018,334,2018-11-01
8.1e+10,Республика Бурятия,ноябрь,2019,579,2019-11-01
8.1e+10,Республика Бурятия,ноябрь,2020,314,2020-11-01
8.1e+10,Республика Бурятия,декабрь,2006,763,2006-12-01
8.1e+10,Республика Бурятия,декабрь,2007,1055,2007-12-01
8.1e+10,Республика Бурятия,декабрь,2008,593,2008-12-01
8.1e+10,Республика Бурятия,декабрь,2009,684,2009-12-01
8.1e+10,Республика Бурятия,декабрь,2010,674,2010-12-01
8.1e+10,Республика Бурятия,декабрь,2011,1078,2011-12-01
8.1e+10,Республика Бурятия,декабрь,2012,641,2012-12-01
8.1e+10,Республика Бурятия,декабрь,2013,629,2013-12-01
8.1e+10,Республика Бурятия,декабрь,2014,634,2014-12-01
8.1e+10,Республика Бурятия,декабрь,2015,878,2015-12-01
8.1e+10,Республика Бурятия,декабрь,2016,413,2016-12-01
8.1e+10,Республика Бурятия,декабрь,2017,490,2017-12-01
8.1e+10,Республика Бурятия,декабрь,2018,382,2018-12-01
8.1e+10,Республика Бурятия,декабрь,2019,652,2019-12-01
8.1e+10,Республика Бурятия,декабрь,2020,341,2020-12-01
7.6e+10,Забайкальский край,январь,2006,512,2006-01-01
7.6e+10,Забайкальский край,январь,2007,536,2007-01-01
7.6e+10,Забайкальский край,январь,2008,492,2008-01-01
7.6e+10,Забайкальский край,январь,2009,554,2009-01-01
7.6e+10,Забайкальский край,январь,2010,546,2010-01-01
7.6e+10,Забайкальский край,январь,2011,538,2011-01-01
7.6e+10,Забайкальский край,январь,2012,494,2012-01-01
7.6e+10,Забайкальский край,январь,2013,504,2013-01-01
7.6e+10,Забайкальский край,январь,2014,542,2014-01-01
7.6e+10,Забайкальский край,январь,2015,498,2015-01-01
7.6e+10,Забайкальский край,январь,2016,372,2016-01-01
7.6e+10,Забайкальский край,январь,2017,496,2017-01-01
7.6e+10,Забайкальский край,январь,2018,436,2018-01-01
7.6e+10,Забайкальский край,январь,2019,396,2019-01-01
7.6e+10,Забайкальский край,январь,2020,368,2020-01-01
7.6e+10,Забайкальский край,февраль,2006,564,2006-02-01
7.6e+10,Забайкальский край,февраль,2007,490,2007-02-01
7.6e+10,Забайкальский край,февраль,2008,561,2008-02-01
7.6e+10,Забайкальский край,февраль,2009,669,2009-02-01
7.6e+10,Забайкальский край,февраль,2010,625,2010-02-01
7.6e+10,Забайкальский край,февраль,2011,610,2011-02-01
7.6e+10,Забайкальский край,февраль,2012,586,2012-02-01
7.6e+10,Забайкальский край,февраль,2013,592,2013-02-01
7.6e+10,Забайкальский край,февраль,2014,646,2014-02-01
7.6e+10,Забайкальский край,февраль,2015,565,2015-02-01
7.6e+10,Забайкальский край,февраль,2016,457,2016-02-01
7.6e+10,Забайкальский край,февраль,2017,503,2017-02-01
7.6e+10,Забайкальский край,февраль,2018,405,2018-02-01
7.6e+10,Забайкальский край,февраль,2019,414,2019-02-01
7.6e+10,Забайкальский край,февраль,2020,458,2020-02-01
7.6e+10,Забайкальский край,март,2006,715,2006-03-01
7.6e+10,Забайкальский край,март,2007,913,2007-03-01
7.6e+10,Забайкальский край,март,2008,778,2008-03-01
7.6e+10,Забайкальский край,март,2009,722,2009-03-01
7.6e+10,Забайкальский край,март,2010,689,2010-03-01
7.6e+10,Забайкальский край,март,2011,780,2011-03-01
7.6e+10,Забайкальский край,март,2012,657,2012-03-01
7.6e+10,Забайкальский край,март,2013,827,2013-03-01
7.6e+10,Забайкальский край,март,2014,667,2014-03-01
7.6e+10,Забайкальский край,март,2015,580,2015-03-01
7.6e+10,Забайкальский край,март,2016,618,2016-03-01
7.6e+10,Забайкальский край,март,2017,668,2017-03-01
7.6e+10,Забайкальский край,март,2018,514,2018-03-01
7.6e+10,Забайкальский край,март,2019,508,2019-03-01
7.6e+10,Забайкальский край,март,2020,463,2020-03-01
7.6e+10,Забайкальский край,апрель,2006,901,2006-04-01
7.6e+10,Забайкальский край,апрель,2007,993,2007-04-01
7.6e+10,Забайкальский край,апрель,2008,892,2008-04-01
7.6e+10,Забайкальский край,апрель,2009,895,2009-04-01
7.6e+10,Забайкальский край,апрель,2010,977,2010-04-01
7.6e+10,Забайкальский край,апрель,2011,964,2011-04-01
7.6e+10,Забайкальский край,апрель,2012,788,2012-04-01
7.6e+10,Забайкальский край,апрель,2013,774,2013-04-01
7.6e+10,Забайкальский край,апрель,2014,802,2014-04-01
7.6e+10,Забайкальский край,апрель,2015,713,2015-04-01
7.6e+10,Забайкальский край,апрель,2016,572,2016-04-01
7.6e+10,Забайкальский край,апрель,2017,655,2017-04-01
7.6e+10,Забайкальский край,апрель,2018,621,2018-04-01
7.6e+10,Забайкальский край,апрель,2019,597,2019-04-01
7.6e+10,Забайкальский край,апрель,2020,291,2020-04-01
7.6e+10,Забайкальский край,мая,2006,257,2006-05-01
7.6e+10,Забайкальский край,мая,2007,276,2007-05-01
7.6e+10,Забайкальский край,мая,2008,306,2008-05-01
7.6e+10,Забайкальский край,мая,2009,336,2009-05-01
7.6e+10,Забайкальский край,мая,2010,267,2010-05-01
7.6e+10,Забайкальский край,мая,2011,282,2011-05-01
7.6e+10,Забайкальский край,мая,2012,329,2012-05-01
7.6e+10,Забайкальский край,мая,2013,304,2013-05-01
7.6e+10,Забайкальский край,мая,2014,315,2014-05-01
7.6e+10,Забайкальский край,мая,2015,255,2015-05-01
7.6e+10,Забайкальский край,мая,2016,257,2016-05-01
7.6e+10,Забайкальский край,мая,2017,245,2017-05-01
7.6e+10,Забайкальский край,мая,2018,268,2018-05-01
7.6e+10,Забайкальский край,мая,2019,249,2019-05-01
7.6e+10,Забайкальский край,мая,2020,118,2020-05-01
7.6e+10,Забайкальский край,июнь,2006,854,2006-06-01
7.6e+10,Забайкальский край,июнь,2007,1017,2007-06-01
7.6e+10,Забайкальский край,июнь,2008,886,2008-06-01
7.6e+10,Забайкальский край,июнь,2009,1025,2009-06-01
7.6e+10,Забайкальский край,июнь,2010,1019,2010-06-01
7.6e+10,Забайкальский край,июнь,2011,1028,2011-06-01
7.6e+10,Забайкальский край,июнь,2012,950,2012-06-01
7.6e+10,Забайкальский край,июнь,2013,1005,2013-06-01
7.6e+10,Забайкальский край,июнь,2014,969,2014-06-01
7.6e+10,Забайкальский край,июнь,2015,849,2015-06-01
7.6e+10,Забайкальский край,июнь,2016,768,2016-06-01
7.6e+10,Забайкальский край,июнь,2017,913,2017-06-01
7.6e+10,Забайкальский край,июнь,2018,590,2018-06-01
7.6e+10,Забайкальский край,июнь,2019,751,2019-06-01
7.6e+10,Забайкальский край,июнь,2020,492,2020-06-01
7.6e+10,Забайкальский край,июль,2006,1047,2006-07-01
7.6e+10,Забайкальский край,июль,2007,1130,2007-07-01
7.6e+10,Забайкальский край,июль,2008,1094,2008-07-01
7.6e+10,Забайкальский край,июль,2009,1140,2009-07-01
7.6e+10,Забайкальский край,июль,2010,1214,2010-07-01
7.6e+10,Забайкальский край,июль,2011,1221,2011-07-01
7.6e+10,Забайкальский край,июль,2012,1134,2012-07-01
7.6e+10,Забайкальский край,июль,2013,1185,2013-07-01
7.6e+10,Забайкальский край,июль,2014,1110,2014-07-01
7.6e+10,Забайкальский край,июль,2015,1084,2015-07-01
7.6e+10,Забайкальский край,июль,2016,937,2016-07-01
7.6e+10,Забайкальский край,июль,2017,1001,2017-07-01
7.6e+10,Забайкальский край,июль,2018,832,2018-07-01
7.6e+10,Забайкальский край,июль,2019,890,2019-07-01
7.6e+10,Забайкальский край,июль,2020,692,2020-07-01
7.6e+10,Забайкальский край,август,2006,1150,2006-08-01
7.6e+10,Забайкальский край,август,2007,1187,2007-08-01
7.6e+10,Забайкальский край,август,2008,1359,2008-08-01
7.6e+10,Забайкальский край,август,2009,1204,2009-08-01
7.6e+10,Забайкальский край,август,2010,1212,2010-08-01
7.6e+10,Забайкальский край,август,2011,1225,2011-08-01
7.6e+10,Забайкальский край,август,2012,1184,2012-08-01
7.6e+10,Забайкальский край,август,2013,1253,2013-08-01
7.6e+10,Забайкальский край,август,2014,1170,2014-08-01
7.6e+10,Забайкальский край,август,2015,944,2015-08-01
7.6e+10,Забайкальский край,август,2016,863,2016-08-01
7.6e+10,Забайкальский край,август,2017,915,2017-08-01
7.6e+10,Забайкальский край,август,2018,893,2018-08-01
7.6e+10,Забайкальский край,август,2019,856,2019-08-01
7.6e+10,Забайкальский край,август,2020,734,2020-08-01
7.6e+10,Забайкальский край,сентябрь,2006,1019,2006-09-01
7.6e+10,Забайкальский край,сентябрь,2007,964,2007-09-01
7.6e+10,Забайкальский край,сентябрь,2008,864,2008-09-01
7.6e+10,Забайкальский край,сентябрь,2009,987,2009-09-01
7.6e+10,Забайкальский край,сентябрь,2010,962,2010-09-01
7.6e+10,Забайкальский край,сентябрь,2011,1002,2011-09-01
7.6e+10,Забайкальский край,сентябрь,2012,928,2012-09-01
7.6e+10,Забайкальский край,сентябрь,2013,931,2013-09-01
7.6e+10,Забайкальский край,сентябрь,2014,844,2014-09-01
7.6e+10,Забайкальский край,сентябрь,2015,759,2015-09-01
7.6e+10,Забайкальский край,сентябрь,2016,714,2016-09-01
7.6e+10,Забайкальский край,сентябрь,2017,787,2017-09-01
7.6e+10,Забайкальский край,сентябрь,2018,661,2018-09-01
7.6e+10,Забайкальский край,сентябрь,2019,665,2019-09-01
7.6e+10,Забайкальский край,сентябрь,2020,606,2020-09-01
7.6e+10,Забайкальский край,октябрь,2006,847,2006-10-01
7.6e+10,Забайкальский край,октябрь,2007,881,2007-10-01
7.6e+10,Забайкальский край,октябрь,2008,841,2008-10-01
7.6e+10,Забайкальский край,октябрь,2009,860,2009-10-01
7.6e+10,Забайкальский край,октябрь,2010,896,2010-10-01
7.6e+10,Забайкальский край,октябрь,2011,910,2011-10-01
7.6e+10,Забайкальский край,октябрь,2012,806,2012-10-01
7.6e+10,Забайкальский край,октябрь,2013,850,2013-10-01
7.6e+10,Забайкальский край,октябрь,2014,881,2014-10-01
7.6e+10,Забайкальский край,октябрь,2015,798,2015-10-01
7.6e+10,Забайкальский край,октябрь,2016,621,2016-10-01
7.6e+10,Забайкальский край,октябрь,2017,585,2017-10-01
7.6e+10,Забайкальский край,октябрь,2018,610,2018-10-01
7.6e+10,Забайкальский край,октябрь,2019,586,2019-10-01
7.6e+10,Забайкальский край,октябрь,2020,554,2020-10-01
7.6e+10,Забайкальский край,ноябрь,2006,758,2006-11-01
7.6e+10,Забайкальский край,ноябрь,2007,985,2007-11-01
7.6e+10,Забайкальский край,ноябрь,2008,735,2008-11-01
7.6e+10,Забайкальский край,ноябрь,2009,780,2009-11-01
7.6e+10,Забайкальский край,ноябрь,2010,805,2010-11-01
7.6e+10,Забайкальский край,ноябрь,2011,1046,2011-11-01
7.6e+10,Забайкальский край,ноябрь,2012,746,2012-11-01
7.6e+10,Забайкальский край,ноябрь,2013,775,2013-11-01
7.6e+10,Забайкальский край,ноябрь,2014,691,2014-11-01
7.6e+10,Забайкальский край,ноябрь,2015,657,2015-11-01
7.6e+10,Забайкальский край,ноябрь,2016,517,2016-11-01
7.6e+10,Забайкальский край,ноябрь,2017,602,2017-11-01
7.6e+10,Забайкальский край,ноябрь,2018,607,2018-11-01
7.6e+10,Забайкальский край,ноябрь,2019,649,2019-11-01
7.6e+10,Забайкальский край,ноябрь,2020,351,2020-11-01
7.6e+10,Забайкальский край,декабрь,2006,850,2006-12-01
7.6e+10,Забайкальский край,декабрь,2007,1259,2007-12-01
7.6e+10,Забайкальский край,декабрь,2008,734,2008-12-01
7.6e+10,Забайкальский край,декабрь,2009,909,2009-12-01
7.6e+10,Забайкальский край,декабрь,2010,829,2010-12-01
7.6e+10,Забайкальский край,декабрь,2011,1212,2011-12-01
7.6e+10,Забайкальский край,декабрь,2012,768,2012-12-01
7.6e+10,Забайкальский край,декабрь,2013,768,2013-12-01
7.6e+10,Забайкальский край,декабрь,2014,848,2014-12-01
7.6e+10,Забайкальский край,декабрь,2015,951,2015-12-01
7.6e+10,Забайкальский край,декабрь,2016,522,2016-12-01
7.6e+10,Забайкальский край,декабрь,2017,634,2017-12-01
7.6e+10,Забайкальский край,декабрь,2018,553,2018-12-01
7.6e+10,Забайкальский край,декабрь,2019,795,2019-12-01
7.6e+10,Забайкальский край,декабрь,2020,352,2020-12-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2006,37,2006-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2007,42,2007-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2008,46,2008-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2009,30,2009-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2010,44,2010-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2011,,2011-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2012,,2012-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2013,,2013-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2014,,2014-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2015,,2015-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2016,,2016-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2017,,2017-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2018,,2018-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2019,,2019-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),январь,2020,,2020-01-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2006,40,2006-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2007,51,2007-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2008,51,2008-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2009,49,2009-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2010,45,2010-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2011,,2011-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2012,,2012-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2013,,2013-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2014,,2014-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2015,,2015-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2016,,2016-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2017,,2017-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2018,,2018-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2019,,2019-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),февраль,2020,,2020-02-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2006,42,2006-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2007,58,2007-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2008,52,2008-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2009,37,2009-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2010,46,2010-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2011,,2011-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2012,,2012-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2013,,2013-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2014,,2014-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2015,,2015-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2016,,2016-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2017,,2017-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2018,,2018-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2019,,2019-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),март,2020,,2020-03-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2006,56,2006-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2007,64,2007-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2008,68,2008-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2009,53,2009-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2010,47,2010-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2011,,2011-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2012,,2012-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2013,,2013-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2014,,2014-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2015,,2015-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2016,,2016-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2017,,2017-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2018,,2018-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2019,,2019-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),апрель,2020,,2020-04-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),мая,2006,19,2006-05-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),мая,2007,21,2007-05-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),мая,2008,15,2008-05-01
7.61e+10,Агинский Бурятский округ (Забайкальский край),мая,2009,19,2009-05-01
