regcode,region,month,year,marriage,date
643,Российская Федерация,январь,2006,55509,2006-01-01
643,Российская Федерация,январь,2007,59495,2007-01-01
643,Российская Федерация,январь,2008,58668,2008-01-01
643,Российская Федерация,январь,2009,65507,2009-01-01
643,Российская Федерация,январь,2010,62980,2010-01-01
643,Российская Федерация,январь,2011,57949,2011-01-01
643,Российская Федерация,январь,2012,55008,2012-01-01
643,Российская Федерация,январь,2013,56123,2013-01-01
643,Российская Федерация,январь,2014,59291,2014-01-01
643,Российская Федерация,январь,2015,58050,2015-01-01
643,Российская Федерация,январь,2016,48523,2016-01-01
643,Российская Федерация,январь,2017,50940,2017-01-01
643,Российская Федерация,январь,2018,49005,2018-01-01
643,Российская Федерация,январь,2019,45259,2019-01-01
643,Российская Федерация,январь,2020,41233,2020-01-01
643,Российская Федерация,февраль,2006,62449,2006-02-01
643,Российская Федерация,февраль,2007,68255,2007-02-01
643,Российская Федерация,февраль,2008,68195,2008-02-01
643,Российская Федерация,февраль,2009,81024,2009-02-01
643,Российская Федерация,февраль,2010,64855,2010-02-01
643,Российская Федерация,февраль,2011,68897,2011-02-01
643,Российская Федерация,февраль,2012,69384,2012-02-01
643,Российская Федерация,февраль,2013,66604,2013-02-01
643,Российская Федерация,февраль,2014,77817,2014-02-01
643,Российская Федерация,февраль,2015,67918,2015-02-01
643,Российская Федерация,февраль,2016,55748,2016-02-01
643,Российская Федерация,февраль,2017,63581,2017-02-01
643,Российская Федерация,февраль,2018,52972,2018-02-01
643,Российская Федерация,февраль,2019,49792,2019-02-01
643,Российская Федерация,февраль,2020,65799,2020-02-01
643,Российская Федерация,март,2006,70798,2006-03-01
643,Российская Федерация,март,2007,68173,2007-03-01
643,Российская Федерация,март,2008,85275,2008-03-01
643,Российская Федерация,март,2009,65250,2009-03-01
643,Российская Федерация,март,2010,58124,2010-03-01
643,Российская Федерация,март,2011,73713,2011-03-01
643,Российская Федерация,март,2012,62912,2012-03-01
643,Российская Федерация,март,2013,95343,2013-03-01
643,Российская Федерация,март,2014,70717,2014-03-01
643,Российская Федерация,март,2015,57537,2015-03-01
643,Российская Федерация,март,2016,64867,2016-03-01
643,Российская Федерация,март,2017,59183,2017-03-01
643,Российская Федерация,март,2018,56637,2018-03-01
643,Российская Федерация,март,2019,65253,2019-03-01
643,Российская Федерация,март,2020,49667,2020-03-01
643,Российская Федерация,апрель,2006,86055,2006-04-01
643,Российская Федерация,апрель,2007,106800,2007-04-01
643,Российская Федерация,апрель,2008,70528,2008-04-01
643,Российская Федерация,апрель,2009,98242,2009-04-01
643,Российская Федерация,апрель,2010,121953,2010-04-01
643,Российская Федерация,апрель,2011,93631,2011-04-01
643,Российская Федерация,апрель,2012,97401,2012-04-01
643,Российская Федерация,апрель,2013,67605,2013-04-01
643,Российская Федерация,апрель,2014,93571,2014-04-01
643,Российская Федерация,апрель,2015,97256,2015-04-01
643,Российская Федерация,апрель,2016,58968,2016-04-01
643,Российская Федерация,апрель,2017,84361,2017-04-01
643,Российская Федерация,апрель,2018,79258,2018-04-01
643,Российская Федерация,апрель,2019,56818,2019-04-01
643,Российская Федерация,апрель,2020,33787,2020-04-01
643,Российская Федерация,мая,2006,35960,2006-05-01
643,Российская Федерация,мая,2007,39331,2007-05-01
643,Российская Федерация,мая,2008,52634,2008-05-01
643,Российская Федерация,мая,2009,45622,2009-05-01
643,Российская Федерация,мая,2010,41339,2010-05-01
643,Российская Федерация,мая,2011,46364,2011-05-01
643,Российская Федерация,мая,2012,45128,2012-05-01
643,Российская Федерация,мая,2013,49712,2013-05-01
643,Российская Федерация,мая,2014,53922,2014-05-01
643,Российская Федерация,мая,2015,47687,2015-05-01
643,Российская Федерация,мая,2016,47334,2016-05-01
643,Российская Федерация,мая,2017,40851,2017-05-01
643,Российская Федерация,мая,2018,39756,2018-05-01
643,Российская Федерация,мая,2019,43531,2019-05-01
643,Российская Федерация,мая,2020,15074,2020-05-01
643,Российская Федерация,июнь,2006,111409,2006-06-01
643,Российская Федерация,июнь,2007,119012,2007-06-01
643,Российская Федерация,июнь,2008,119283,2008-06-01
643,Российская Федерация,июнь,2009,118230,2009-06-01
643,Российская Федерация,июнь,2010,113994,2010-06-01
643,Российская Федерация,июнь,2011,132709,2011-06-01
643,Российская Федерация,июнь,2012,137667,2012-06-01
643,Российская Федерация,июнь,2013,146512,2013-06-01
643,Российская Федерация,июнь,2014,128954,2014-06-01
643,Российская Федерация,июнь,2015,114524,2015-06-01
643,Российская Федерация,июнь,2016,114936,2016-06-01
643,Российская Федерация,июнь,2017,111901,2017-06-01
643,Российская Федерация,июнь,2018,103451,2018-06-01
643,Российская Федерация,июнь,2019,104709,2019-06-01
643,Российская Федерация,июнь,2020,68408,2020-06-01
643,Российская Федерация,июль,2006,127475,2006-07-01
643,Российская Федерация,июль,2007,147253,2007-07-01
643,Российская Федерация,июль,2008,125496,2008-07-01
643,Российская Федерация,июль,2009,138227,2009-07-01
643,Российская Федерация,июль,2010,164233,2010-07-01
643,Российская Федерация,июль,2011,162556,2011-07-01
643,Российская Федерация,июль,2012,144355,2012-07-01
643,Российская Федерация,июль,2013,141354,2013-07-01
643,Российская Федерация,июль,2014,139684,2014-07-01
643,Российская Федерация,июль,2015,142572,2015-07-01
643,Российская Федерация,июль,2016,138733,2016-07-01
643,Российская Федерация,июль,2017,150368,2017-07-01
643,Российская Федерация,июль,2018,114416,2018-07-01
643,Российская Федерация,июль,2019,112845,2019-07-01
643,Российская Федерация,июль,2020,94393,2020-07-01
643,Российская Федерация,август,2006,149120,2006-08-01
643,Российская Федерация,август,2007,163630,2007-08-01
643,Российская Федерация,август,2008,192591,2008-08-01
643,Российская Федерация,август,2009,164684,2009-08-01
643,Российская Федерация,август,2010,153402,2010-08-01
643,Российская Федерация,август,2011,157766,2011-08-01
643,Российская Федерация,август,2012,168085,2012-08-01
643,Российская Федерация,август,2013,181745,2013-08-01
643,Российская Федерация,август,2014,176269,2014-08-01
643,Российская Федерация,август,2015,160667,2015-08-01
643,Российская Федерация,август,2016,131756,2016-08-01
643,Российская Федерация,август,2017,138775,2017-08-01
643,Российская Федерация,август,2018,149966,2018-08-01
643,Российская Федерация,август,2019,133217,2019-08-01
643,Российская Федерация,август,2020,116921,2020-08-01
643,Российская Федерация,сентябрь,2006,151116,2006-09-01
643,Российская Федерация,сентябрь,2007,152696,2007-09-01
643,Российская Федерация,сентябрь,2008,129196,2008-09-01
643,Российская Федерация,сентябрь,2009,141188,2009-09-01
643,Российская Федерация,сентябрь,2010,143937,2010-09-01
643,Российская Федерация,сентябрь,2011,168510,2011-09-01
643,Российская Федерация,сентябрь,2012,152328,2012-09-01
643,Российская Федерация,сентябрь,2013,144512,2013-09-01
643,Российская Федерация,сентябрь,2014,134342,2014-09-01
643,Российская Федерация,сентябрь,2015,131936,2015-09-01
643,Российская Федерация,сентябрь,2016,115462,2016-09-01
643,Российская Федерация,сентябрь,2017,125720,2017-09-01
643,Российская Федерация,сентябрь,2018,113178,2018-09-01
643,Российская Федерация,сентябрь,2019,107033,2019-09-01
643,Российская Федерация,сентябрь,2020,95794,2020-09-01
643,Российская Федерация,октябрь,2006,95192,2006-10-01
643,Российская Федерация,октябрь,2007,108414,2007-10-01
643,Российская Федерация,октябрь,2008,107600,2008-10-01
643,Российская Федерация,октябрь,2009,113820,2009-10-01
643,Российская Федерация,октябрь,2010,122144,2010-10-01
643,Российская Федерация,октябрь,2011,121711,2011-10-01
643,Российская Федерация,октябрь,2012,100937,2012-10-01
643,Российская Федерация,октябрь,2013,102743,2013-10-01
643,Российская Федерация,октябрь,2014,106211,2014-10-01
643,Российская Федерация,октябрь,2015,104838,2015-10-01
643,Российская Федерация,октябрь,2016,82752,2016-10-01
643,Российская Федерация,октябрь,2017,80249,2017-10-01
643,Российская Федерация,октябрь,2018,44413,2018-10-01
643,Российская Федерация,октябрь,2019,82727,2019-10-01
643,Российская Федерация,октябрь,2020,81188,2020-10-01
643,Российская Федерация,ноябрь,2006,86480,2006-11-01
643,Российская Федерация,ноябрь,2007,112961,2007-11-01
643,Российская Федерация,ноябрь,2008,92839,2008-11-01
643,Российская Федерация,ноябрь,2009,85295,2009-11-01
643,Российская Федерация,ноябрь,2010,86570,2010-11-01
643,Российская Федерация,ноябрь,2011,118181,2011-11-01
643,Российская Федерация,ноябрь,2012,88892,2012-11-01
643,Российская Федерация,ноябрь,2013,92859,2013-11-01
643,Российская Федерация,ноябрь,2014,83880,2014-11-01
643,Российская Федерация,ноябрь,2015,82151,2015-11-01
643,Российская Федерация,ноябрь,2016,64092,2016-11-01
643,Российская Федерация,ноябрь,2017,70951,2017-11-01
643,Российская Федерация,ноябрь,2018,43870,2018-11-01
643,Российская Федерация,ноябрь,2019,75722,2019-11-01
643,Российская Федерация,ноябрь,2020,54375,2020-11-01
643,Российская Федерация,декабрь,2006,82101,2006-12-01
643,Российская Федерация,декабрь,2007,116561,2007-12-01
643,Российская Федерация,декабрь,2008,76409,2008-12-01
643,Российская Федерация,декабрь,2009,82351,2009-12-01
643,Российская Федерация,декабрь,2010,81559,2010-12-01
643,Российская Федерация,декабрь,2011,114122,2011-12-01
643,Российская Федерация,декабрь,2012,91519,2012-12-01
643,Российская Федерация,декабрь,2013,80145,2013-12-01
643,Российская Федерация,декабрь,2014,80742,2014-12-01
643,Российская Федерация,декабрь,2015,95908,2015-12-01
643,Российская Федерация,декабрь,2016,62663,2016-12-01
643,Российская Федерация,декабрь,2017,72845,2017-12-01
643,Российская Федерация,декабрь,2018,47252,2018-12-01
643,Российская Федерация,декабрь,2019,73199,2019-12-01
643,Российская Федерация,декабрь,2020,54121,2020-12-01
30,Центральный федеральный округ,январь,2006,14845,2006-01-01
30,Центральный федеральный округ,январь,2007,15433,2007-01-01
30,Центральный федеральный округ,январь,2008,14601,2008-01-01
30,Центральный федеральный округ,январь,2009,17591,2009-01-01
30,Центральный федеральный округ,январь,2010,17083,2010-01-01
30,Центральный федеральный округ,январь,2011,15401,2011-01-01
30,Центральный федеральный округ,январь,2012,14061,2012-01-01
30,Центральный федеральный округ,январь,2013,14213,2013-01-01
30,Центральный федеральный округ,январь,2014,15406,2014-01-01
30,Центральный федеральный округ,январь,2015,15717,2015-01-01
30,Центральный федеральный округ,январь,2016,13118,2016-01-01
30,Центральный федеральный округ,январь,2017,13495,2017-01-01
30,Центральный федеральный округ,январь,2018,13189,2018-01-01
30,Центральный федеральный округ,январь,2019,11973,2019-01-01
30,Центральный федеральный округ,январь,2020,10558,2020-01-01
30,Центральный федеральный округ,февраль,2006,16414,2006-02-01
30,Центральный федеральный округ,февраль,2007,17430,2007-02-01
30,Центральный федеральный округ,февраль,2008,16440,2008-02-01
30,Центральный федеральный округ,февраль,2009,21924,2009-02-01
30,Центральный федеральный округ,февраль,2010,15943,2010-02-01
30,Центральный федеральный округ,февраль,2011,17816,2011-02-01
30,Центральный федеральный округ,февраль,2012,18281,2012-02-01
30,Центральный федеральный округ,февраль,2013,16548,2013-02-01
30,Центральный федеральный округ,февраль,2014,20903,2014-02-01
30,Центральный федеральный округ,февраль,2015,18472,2015-02-01
30,Центральный федеральный округ,февраль,2016,14981,2016-02-01
30,Центральный федеральный округ,февраль,2017,17385,2017-02-01
30,Центральный федеральный округ,февраль,2018,14085,2018-02-01
30,Центральный федеральный округ,февраль,2019,13529,2019-02-01
30,Центральный федеральный округ,февраль,2020,18234,2020-02-01
30,Центральный федеральный округ,март,2006,15753,2006-03-01
30,Центральный федеральный округ,март,2007,13878,2007-03-01
30,Центральный федеральный округ,март,2008,20827,2008-03-01
30,Центральный федеральный округ,март,2009,13742,2009-03-01
30,Центральный федеральный округ,март,2010,10648,2010-03-01
30,Центральный федеральный округ,март,2011,16341,2011-03-01
30,Центральный федеральный округ,март,2012,12312,2012-03-01
30,Центральный федеральный округ,март,2013,24059,2013-03-01
30,Центральный федеральный округ,март,2014,17303,2014-03-01
30,Центральный федеральный округ,март,2015,13067,2015-03-01
30,Центральный федеральный округ,март,2016,16392,2016-03-01
30,Центральный федеральный округ,март,2017,12728,2017-03-01
30,Центральный федеральный округ,март,2018,12515,2018-03-01
30,Центральный федеральный округ,март,2019,16970,2019-03-01
30,Центральный федеральный округ,март,2020,11708,2020-03-01
30,Центральный федеральный округ,апрель,2006,21803,2006-04-01
30,Центральный федеральный округ,апрель,2007,29703,2007-04-01
30,Центральный федеральный округ,апрель,2008,14798,2008-04-01
30,Центральный федеральный округ,апрель,2009,26626,2009-04-01
30,Центральный федеральный округ,апрель,2010,34323,2010-04-01
30,Центральный федеральный округ,апрель,2011,23867,2011-04-01
30,Центральный федеральный округ,апрель,2012,25840,2012-04-01
30,Центральный федеральный округ,апрель,2013,13359,2013-04-01
30,Центральный федеральный округ,апрель,2014,24744,2014-04-01
30,Центральный федеральный округ,апрель,2015,27693,2015-04-01
30,Центральный федеральный округ,апрель,2016,12792,2016-04-01
30,Центральный федеральный округ,апрель,2017,23696,2017-04-01
30,Центральный федеральный округ,апрель,2018,22744,2018-04-01
30,Центральный федеральный округ,апрель,2019,13336,2019-04-01
30,Центральный федеральный округ,апрель,2020,9127,2020-04-01
30,Центральный федеральный округ,мая,2006,9384,2006-05-01
30,Центральный федеральный округ,мая,2007,10529,2007-05-01
30,Центральный федеральный округ,мая,2008,15293,2008-05-01
30,Центральный федеральный округ,мая,2009,12863,2009-05-01
30,Центральный федеральный округ,мая,2010,10953,2010-05-01
30,Центральный федеральный округ,мая,2011,12990,2011-05-01
30,Центральный федеральный округ,мая,2012,11742,2012-05-01
30,Центральный федеральный округ,мая,2013,14145,2013-05-01
30,Центральный федеральный округ,мая,2014,15630,2014-05-01
30,Центральный федеральный округ,мая,2015,13730,2015-05-01
30,Центральный федеральный округ,мая,2016,14128,2016-05-01
30,Центральный федеральный округ,мая,2017,11088,2017-05-01
30,Центральный федеральный округ,мая,2018,10688,2018-05-01
30,Центральный федеральный округ,мая,2019,13144,2019-05-01
30,Центральный федеральный округ,мая,2020,3812,2020-05-01
30,Центральный федеральный округ,июнь,2006,29571,2006-06-01
30,Центральный федеральный округ,июнь,2007,31572,2007-06-01
30,Центральный федеральный округ,июнь,2008,32396,2008-06-01
30,Центральный федеральный округ,июнь,2009,31881,2009-06-01
30,Центральный федеральный округ,июнь,2010,28590,2010-06-01
30,Центральный федеральный округ,июнь,2011,35564,2011-06-01
30,Центральный федеральный округ,июнь,2012,35952,2012-06-01
30,Центральный федеральный округ,июнь,2013,40809,2013-06-01
30,Центральный федеральный округ,июнь,2014,35078,2014-06-01
30,Центральный федеральный округ,июнь,2015,30838,2015-06-01
30,Центральный федеральный округ,июнь,2016,32717,2016-06-01
30,Центральный федеральный округ,июнь,2017,31868,2017-06-01
30,Центральный федеральный округ,июнь,2018,28580,2018-06-01
30,Центральный федеральный округ,июнь,2019,30258,2019-06-01
30,Центральный федеральный округ,июнь,2020,17992,2020-06-01
30,Центральный федеральный округ,июль,2006,35691,2006-07-01
30,Центральный федеральный округ,июль,2007,41328,2007-07-01
30,Центральный федеральный округ,июль,2008,33882,2008-07-01
30,Центральный федеральный округ,июль,2009,37662,2009-07-01
30,Центральный федеральный округ,июль,2010,45494,2010-07-01
30,Центральный федеральный округ,июль,2011,43382,2011-07-01
30,Центральный федеральный округ,июль,2012,38734,2012-07-01
30,Центральный федеральный округ,июль,2013,39138,2013-07-01
30,Центральный федеральный округ,июль,2014,39875,2014-07-01
30,Центральный федеральный округ,июль,2015,40347,2015-07-01
30,Центральный федеральный округ,июль,2016,39471,2016-07-01
30,Центральный федеральный округ,июль,2017,42925,2017-07-01
30,Центральный федеральный округ,июль,2018,32746,2018-07-01
30,Центральный федеральный округ,июль,2019,31762,2019-07-01
30,Центральный федеральный округ,июль,2020,24656,2020-07-01
30,Центральный федеральный округ,август,2006,39263,2006-08-01
30,Центральный федеральный округ,август,2007,42609,2007-08-01
30,Центральный федеральный округ,август,2008,50269,2008-08-01
30,Центральный федеральный округ,август,2009,45051,2009-08-01
30,Центральный федеральный округ,август,2010,40312,2010-08-01
30,Центральный федеральный округ,август,2011,41717,2011-08-01
30,Центральный федеральный округ,август,2012,44401,2012-08-01
30,Центральный федеральный округ,август,2013,49167,2013-08-01
30,Центральный федеральный округ,август,2014,48272,2014-08-01
30,Центральный федеральный округ,август,2015,44041,2015-08-01
30,Центральный федеральный округ,август,2016,35710,2016-08-01
30,Центральный федеральный округ,август,2017,38382,2017-08-01
30,Центральный федеральный округ,август,2018,41523,2018-08-01
30,Центральный федеральный округ,август,2019,38129,2019-08-01
30,Центральный федеральный округ,август,2020,33330,2020-08-01
30,Центральный федеральный округ,сентябрь,2006,40480,2006-09-01
30,Центральный федеральный округ,сентябрь,2007,41779,2007-09-01
30,Центральный федеральный округ,сентябрь,2008,34894,2008-09-01
30,Центральный федеральный округ,сентябрь,2009,38480,2009-09-01
30,Центральный федеральный округ,сентябрь,2010,37866,2010-09-01
30,Центральный федеральный округ,сентябрь,2011,44597,2011-09-01
30,Центральный федеральный округ,сентябрь,2012,40343,2012-09-01
30,Центральный федеральный округ,сентябрь,2013,37963,2013-09-01
30,Центральный федеральный округ,сентябрь,2014,36006,2014-09-01
30,Центральный федеральный округ,сентябрь,2015,36329,2015-09-01
30,Центральный федеральный округ,сентябрь,2016,31401,2016-09-01
30,Центральный федеральный округ,сентябрь,2017,34822,2017-09-01
30,Центральный федеральный округ,сентябрь,2018,31354,2018-09-01
30,Центральный федеральный округ,сентябрь,2019,29934,2019-09-01
30,Центральный федеральный округ,сентябрь,2020,26823,2020-09-01
30,Центральный федеральный округ,октябрь,2006,24137,2006-10-01
30,Центральный федеральный округ,октябрь,2007,27545,2007-10-01
30,Центральный федеральный округ,октябрь,2008,26311,2008-10-01
30,Центральный федеральный округ,октябрь,2009,28249,2009-10-01
30,Центральный федеральный округ,октябрь,2010,30139,2010-10-01
30,Центральный федеральный округ,октябрь,2011,30585,2011-10-01
30,Центральный федеральный округ,октябрь,2012,24202,2012-10-01
30,Центральный федеральный округ,октябрь,2013,25460,2013-10-01
30,Центральный федеральный округ,октябрь,2014,27970,2014-10-01
30,Центральный федеральный округ,октябрь,2015,27551,2015-10-01
30,Центральный федеральный округ,октябрь,2016,21207,2016-10-01
30,Центральный федеральный округ,октябрь,2017,20976,2017-10-01
30,Центральный федеральный округ,октябрь,2018,10681,2018-10-01
30,Центральный федеральный округ,октябрь,2019,21784,2019-10-01
30,Центральный федеральный округ,октябрь,2020,21810,2020-10-01
30,Центральный федеральный округ,ноябрь,2006,21207,2006-11-01
30,Центральный федеральный округ,ноябрь,2007,28827,2007-11-01
30,Центральный федеральный округ,ноябрь,2008,23424,2008-11-01
30,Центральный федеральный округ,ноябрь,2009,21554,2009-11-01
30,Центральный федеральный округ,ноябрь,2010,21280,2010-11-01
30,Центральный федеральный округ,ноябрь,2011,29506,2011-11-01
30,Центральный федеральный округ,ноябрь,2012,21602,2012-11-01
30,Центральный федеральный округ,ноябрь,2013,23779,2013-11-01
30,Центральный федеральный округ,ноябрь,2014,22210,2014-11-01
30,Центральный федеральный округ,ноябрь,2015,21747,2015-11-01
30,Центральный федеральный округ,ноябрь,2016,16157,2016-11-01
30,Центральный федеральный округ,ноябрь,2017,18567,2017-11-01
30,Центральный федеральный округ,ноябрь,2018,10746,2018-11-01
30,Центральный федеральный округ,ноябрь,2019,19811,2019-11-01
30,Центральный федеральный округ,ноябрь,2020,14451,2020-11-01
30,Центральный федеральный округ,декабрь,2006,19009,2006-12-01
30,Центральный федеральный округ,декабрь,2007,27525,2007-12-01
30,Центральный федеральный округ,декабрь,2008,17748,2008-12-01
30,Центральный федеральный округ,декабрь,2009,18466,2009-12-01
30,Центральный федеральный округ,декабрь,2010,18376,2010-12-01
30,Центральный федеральный округ,декабрь,2011,26698,2011-12-01
30,Центральный федеральный округ,декабрь,2012,21409,2012-12-01
30,Центральный федеральный округ,декабрь,2013,19355,2013-12-01
30,Центральный федеральный округ,декабрь,2014,19425,2014-12-01
30,Центральный федеральный округ,декабрь,2015,23625,2015-12-01
30,Центральный федеральный округ,декабрь,2016,15466,2016-12-01
30,Центральный федеральный округ,декабрь,2017,18252,2017-12-01
30,Центральный федеральный округ,декабрь,2018,11126,2018-12-01
30,Центральный федеральный округ,декабрь,2019,18966,2019-12-01
30,Центральный федеральный округ,декабрь,2020,13373,2020-12-01
1.4e+10,Белгородская область,январь,2006,686,2006-01-01
1.4e+10,Белгородская область,январь,2007,739,2007-01-01
1.4e+10,Белгородская область,январь,2008,572,2008-01-01
1.4e+10,Белгородская область,январь,2009,723,2009-01-01
1.4e+10,Белгородская область,январь,2010,730,2010-01-01
1.4e+10,Белгородская область,январь,2011,655,2011-01-01
1.4e+10,Белгородская область,январь,2012,528,2012-01-01
1.4e+10,Белгородская область,январь,2013,686,2013-01-01
1.4e+10,Белгородская область,январь,2014,662,2014-01-01
1.4e+10,Белгородская область,январь,2015,641,2015-01-01
1.4e+10,Белгородская область,январь,2016,438,2016-01-01
1.4e+10,Белгородская область,январь,2017,564,2017-01-01
1.4e+10,Белгородская область,январь,2018,488,2018-01-01
1.4e+10,Белгородская область,январь,2019,416,2019-01-01
1.4e+10,Белгородская область,январь,2020,320,2020-01-01
1.4e+10,Белгородская область,февраль,2006,751,2006-02-01
1.4e+10,Белгородская область,февраль,2007,801,2007-02-01
1.4e+10,Белгородская область,февраль,2008,678,2008-02-01
1.4e+10,Белгородская область,февраль,2009,961,2009-02-01
1.4e+10,Белгородская область,февраль,2010,599,2010-02-01
1.4e+10,Белгородская область,февраль,2011,740,2011-02-01
1.4e+10,Белгородская область,февраль,2012,740,2012-02-01
1.4e+10,Белгородская область,февраль,2013,702,2013-02-01
1.4e+10,Белгородская область,февраль,2014,872,2014-02-01
1.4e+10,Белгородская область,февраль,2015,724,2015-02-01
1.4e+10,Белгородская область,февраль,2016,535,2016-02-01
1.4e+10,Белгородская область,февраль,2017,705,2017-02-01
1.4e+10,Белгородская область,февраль,2018,551,2018-02-01
1.4e+10,Белгородская область,февраль,2019,457,2019-02-01
1.4e+10,Белгородская область,февраль,2020,598,2020-02-01
1.4e+10,Белгородская область,март,2006,639,2006-03-01
1.4e+10,Белгородская область,март,2007,435,2007-03-01
1.4e+10,Белгородская область,март,2008,865,2008-03-01
1.4e+10,Белгородская область,март,2009,468,2009-03-01
1.4e+10,Белгородская область,март,2010,343,2010-03-01
1.4e+10,Белгородская область,март,2011,647,2011-03-01
1.4e+10,Белгородская область,март,2012,383,2012-03-01
1.4e+10,Белгородская область,март,2013,1004,2013-03-01
1.4e+10,Белгородская область,март,2014,594,2014-03-01
1.4e+10,Белгородская область,март,2015,385,2015-03-01
1.4e+10,Белгородская область,март,2016,556,2016-03-01
1.4e+10,Белгородская область,март,2017,399,2017-03-01
1.4e+10,Белгородская область,март,2018,376,2018-03-01
1.4e+10,Белгородская область,март,2019,557,2019-03-01
1.4e+10,Белгородская область,март,2020,310,2020-03-01
1.4e+10,Белгородская область,апрель,2006,809,2006-04-01
1.4e+10,Белгородская область,апрель,2007,1328,2007-04-01
1.4e+10,Белгородская область,апрель,2008,460,2008-04-01
1.4e+10,Белгородская область,апрель,2009,1092,2009-04-01
1.4e+10,Белгородская область,апрель,2010,1415,2010-04-01
1.4e+10,Белгородская область,апрель,2011,954,2011-04-01
1.4e+10,Белгородская область,апрель,2012,1059,2012-04-01
1.4e+10,Белгородская область,апрель,2013,420,2013-04-01
1.4e+10,Белгородская область,апрель,2014,1048,2014-04-01
1.4e+10,Белгородская область,апрель,2015,1138,2015-04-01
1.4e+10,Белгородская область,апрель,2016,338,2016-04-01
1.4e+10,Белгородская область,апрель,2017,991,2017-04-01
1.4e+10,Белгородская область,апрель,2018,889,2018-04-01
1.4e+10,Белгородская область,апрель,2019,405,2019-04-01
1.4e+10,Белгородская область,апрель,2020,388,2020-04-01
1.4e+10,Белгородская область,мая,2006,427,2006-05-01
1.4e+10,Белгородская область,мая,2007,363,2007-05-01
1.4e+10,Белгородская область,мая,2008,639,2008-05-01
1.4e+10,Белгородская область,мая,2009,501,2009-05-01
1.4e+10,Белгородская область,мая,2010,496,2010-05-01
1.4e+10,Белгородская область,мая,2011,510,2011-05-01
1.4e+10,Белгородская область,мая,2012,421,2012-05-01
1.4e+10,Белгородская область,мая,2013,587,2013-05-01
1.4e+10,Белгородская область,мая,2014,605,2014-05-01
1.4e+10,Белгородская область,мая,2015,480,2015-05-01
1.4e+10,Белгородская область,мая,2016,610,2016-05-01
1.4e+10,Белгородская область,мая,2017,346,2017-05-01
1.4e+10,Белгородская область,мая,2018,366,2018-05-01
1.4e+10,Белгородская область,мая,2019,428,2019-05-01
1.4e+10,Белгородская область,мая,2020,204,2020-05-01
1.4e+10,Белгородская область,июнь,2006,1240,2006-06-01
1.4e+10,Белгородская область,июнь,2007,1265,2007-06-01
1.4e+10,Белгородская область,июнь,2008,1327,2008-06-01
1.4e+10,Белгородская область,июнь,2009,1237,2009-06-01
1.4e+10,Белгородская область,июнь,2010,1060,2010-06-01
1.4e+10,Белгородская область,июнь,2011,1545,2011-06-01
1.4e+10,Белгородская область,июнь,2012,1433,2012-06-01
1.4e+10,Белгородская область,июнь,2013,1809,2013-06-01
1.4e+10,Белгородская область,июнь,2014,1508,2014-06-01
1.4e+10,Белгородская область,июнь,2015,1191,2015-06-01
1.4e+10,Белгородская область,июнь,2016,1273,2016-06-01
1.4e+10,Белгородская область,июнь,2017,1316,2017-06-01
1.4e+10,Белгородская область,июнь,2018,1117,2018-06-01
1.4e+10,Белгородская область,июнь,2019,1319,2019-06-01
1.4e+10,Белгородская область,июнь,2020,808,2020-06-01
1.4e+10,Белгородская область,июль,2006,1581,2006-07-01
1.4e+10,Белгородская область,июль,2007,1843,2007-07-01
1.4e+10,Белгородская область,июль,2008,1409,2008-07-01
1.4e+10,Белгородская область,июль,2009,1450,2009-07-01
1.4e+10,Белгородская область,июль,2010,1948,2010-07-01
1.4e+10,Белгородская область,июль,2011,1787,2011-07-01
1.4e+10,Белгородская область,июль,2012,1569,2012-07-01
1.4e+10,Белгородская область,июль,2013,1597,2013-07-01
1.4e+10,Белгородская область,июль,2014,1577,2014-07-01
1.4e+10,Белгородская область,июль,2015,1530,2015-07-01
1.4e+10,Белгородская область,июль,2016,1383,2016-07-01
1.4e+10,Белгородская область,июль,2017,1820,2017-07-01
1.4e+10,Белгородская область,июль,2018,1357,2018-07-01
1.4e+10,Белгородская область,июль,2019,1279,2019-07-01
1.4e+10,Белгородская область,июль,2020,973,2020-07-01
1.4e+10,Белгородская область,август,2006,1787,2006-08-01
1.4e+10,Белгородская область,август,2007,1926,2007-08-01
1.4e+10,Белгородская область,август,2008,2191,2008-08-01
1.4e+10,Белгородская область,август,2009,2072,2009-08-01
1.4e+10,Белгородская область,август,2010,1800,2010-08-01
1.4e+10,Белгородская область,август,2011,1834,2011-08-01
1.4e+10,Белгородская область,август,2012,1835,2012-08-01
1.4e+10,Белгородская область,август,2013,2131,2013-08-01
1.4e+10,Белгородская область,август,2014,2076,2014-08-01
1.4e+10,Белгородская область,август,2015,1900,2015-08-01
1.4e+10,Белгородская область,август,2016,1395,2016-08-01
1.4e+10,Белгородская область,август,2017,1566,2017-08-01
1.4e+10,Белгородская область,август,2018,1898,2018-08-01
1.4e+10,Белгородская область,август,2019,1638,2019-08-01
1.4e+10,Белгородская область,август,2020,1336,2020-08-01
1.4e+10,Белгородская область,сентябрь,2006,1787,2006-09-01
1.4e+10,Белгородская область,сентябрь,2007,1980,2007-09-01
1.4e+10,Белгородская область,сентябрь,2008,1483,2008-09-01
1.4e+10,Белгородская область,сентябрь,2009,1660,2009-09-01
1.4e+10,Белгородская область,сентябрь,2010,1665,2010-09-01
1.4e+10,Белгородская область,сентябрь,2011,2057,2011-09-01
