regcode,region,month,year,marriage
643,Российская Федерация,январь,2006,"55,509"
643,Российская Федерация,январь,2007,"59,495"
643,Российская Федерация,январь,2008,"58,668"
643,Российская Федерация,январь,2009,"65,507"
643,Российская Федерация,январь,2010,"62,980"
643,Российская Федерация,январь,2011,"57,949"
643,Российская Федерация,январь,2012,"55,008"
643,Российская Федерация,январь,2013,"56,123"
643,Российская Федерация,январь,2014,"59,291"
643,Российская Федерация,январь,2015,"58,050"
643,Российская Федерация,январь,2016,"48,523"
643,Российская Федерация,январь,2017,"50,940"
643,Российская Федерация,январь,2018,"49,005"
643,Российская Федерация,январь,2019,"45,259"
643,Российская Федерация,январь,2020,"41,233"
643,Российская Федерация,февраль,2006,"62,449"
643,Российская Федерация,февраль,2007,"68,255"
643,Российская Федерация,февраль,2008,"68,195"
643,Российская Федерация,февраль,2009,"81,024"
643,Российская Федерация,февраль,2010,"64,855"
643,Российская Федерация,февраль,2011,"68,897"
643,Российская Федерация,февраль,2012,"69,384"
643,Российская Федерация,февраль,2013,"66,604"
643,Российская Федерация,февраль,2014,"77,817"
643,Российская Федерация,февраль,2015,"67,918"
643,Российская Федерация,февраль,2016,"55,748"
643,Российская Федерация,февраль,2017,"63,581"
643,Российская Федерация,февраль,2018,"52,972"
643,Российская Федерация,февраль,2019,"49,792"
643,Российская Федерация,февраль,2020,"65,799"
643,Российская Федерация,март,2006,"70,798"
643,Российская Федерация,март,2007,"68,173"
643,Российская Федерация,март,2008,"85,275"
643,Российская Федерация,март,2009,"65,250"
643,Российская Федерация,март,2010,"58,124"
643,Российская Федерация,март,2011,"73,713"
643,Российская Федерация,март,2012,"62,912"
643,Российская Федерация,март,2013,"95,343"
643,Российская Федерация,март,2014,"70,717"
643,Российская Федерация,март,2015,"57,537"
643,Российская Федерация,март,2016,"64,867"
643,Российская Федерация,март,2017,"59,183"
643,Российская Федерация,март,2018,"56,637"
643,Российская Федерация,март,2019,"65,253"
643,Российская Федерация,март,2020,"49,667"
643,Российская Федерация,апрель,2006,"86,055"
643,Российская Федерация,апрель,2007,"106,800"
643,Российская Федерация,апрель,2008,"70,528"
643,Российская Федерация,апрель,2009,"98,242"
643,Российская Федерация,апрель,2010,"121,953"
643,Российская Федерация,апрель,2011,"93,631"
643,Российская Федерация,апрель,2012,"97,401"
643,Российская Федерация,апрель,2013,"67,605"
643,Российская Федерация,апрель,2014,"93,571"
643,Российская Федерация,апрель,2015,"97,256"
643,Российская Федерация,апрель,2016,"58,968"
643,Российская Федерация,апрель,2017,"84,361"
643,Российская Федерация,апрель,2018,"79,258"
643,Российская Федерация,апрель,2019,"56,818"
643,Российская Федерация,апрель,2020,"33,787"
643,Российская Федерация,май,2006,"35,960"
643,Российская Федерация,май,2007,"39,331"
643,Российская Федерация,май,2008,"52,634"
643,Российская Федерация,май,2009,"45,622"
643,Российская Федерация,май,2010,"41,339"
643,Российская Федерация,май,2011,"46,364"
643,Российская Федерация,май,2012,"45,128"
643,Российская Федерация,май,2013,"49,712"
643,Российская Федерация,май,2014,"53,922"
643,Российская Федерация,май,2015,"47,687"
643,Российская Федерация,май,2016,"47,334"
643,Российская Федерация,май,2017,"40,851"
643,Российская Федерация,май,2018,"39,756"
643,Российская Федерация,май,2019,"43,531"
643,Российская Федерация,май,2020,"15,074"
643,Российская Федерация,июнь,2006,"111,409"
643,Российская Федерация,июнь,2007,"119,012"
643,Российская Федерация,июнь,2008,"119,283"
643,Российская Федерация,июнь,2009,"118,230"
643,Российская Федерация,июнь,2010,"113,994"
643,Российская Федерация,июнь,2011,"132,709"
643,Российская Федерация,июнь,2012,"137,667"
643,Российская Федерация,июнь,2013,"146,512"
643,Российская Федерация,июнь,2014,"128,954"
643,Российская Федерация,июнь,2015,"114,524"
643,Российская Федерация,июнь,2016,"114,936"
643,Российская Федерация,июнь,2017,"111,901"
643,Российская Федерация,июнь,2018,"103,451"
643,Российская Федерация,июнь,2019,"104,709"
643,Российская Федерация,июнь,2020,"68,408"
643,Российская Федерация,июль,2006,"127,475"
643,Российская Федерация,июль,2007,"147,253"
643,Российская Федерация,июль,2008,"125,496"
643,Российская Федерация,июль,2009,"138,227"
643,Российская Федерация,июль,2010,"164,233"
643,Российская Федерация,июль,2011,"162,556"
643,Российская Федерация,июль,2012,"144,355"
643,Российская Федерация,июль,2013,"141,354"
643,Российская Федерация,июль,2014,"139,684"
643,Российская Федерация,июль,2015,"142,572"
643,Российская Федерация,июль,2016,"138,733"
643,Российская Федерация,июль,2017,"150,368"
643,Российская Федерация,июль,2018,"114,416"
643,Российская Федерация,июль,2019,"112,845"
643,Российская Федерация,июль,2020,"94,393"
643,Российская Федерация,август,2006,"149,120"
643,Российская Федерация,август,2007,"163,630"
643,Российская Федерация,август,2008,"192,591"
643,Российская Федерация,август,2009,"164,684"
643,Российская Федерация,август,2010,"153,402"
643,Российская Федерация,август,2011,"157,766"
643,Российская Федерация,август,2012,"168,085"
643,Российская Федерация,август,2013,"181,745"
643,Российская Федерация,август,2014,"176,269"
643,Российская Федерация,август,2015,"160,667"
643,Российская Федерация,август,2016,"131,756"
643,Российская Федерация,август,2017,"138,775"
643,Российская Федерация,август,2018,"149,966"
643,Российская Федерация,август,2019,"133,217"
643,Российская Федерация,август,2020,"116,921"
643,Российская Федерация,сентябрь,2006,"151,116"
643,Российская Федерация,сентябрь,2007,"152,696"
643,Российская Федерация,сентябрь,2008,"129,196"
643,Российская Федерация,сентябрь,2009,"141,188"
643,Российская Федерация,сентябрь,2010,"143,937"
643,Российская Федерация,сентябрь,2011,"168,510"
643,Российская Федерация,сентябрь,2012,"152,328"
643,Российская Федерация,сентябрь,2013,"144,512"
643,Российская Федерация,сентябрь,2014,"134,342"
643,Российская Федерация,сентябрь,2015,"131,936"
643,Российская Федерация,сентябрь,2016,"115,462"
643,Российская Федерация,сентябрь,2017,"125,720"
643,Российская Федерация,сентябрь,2018,"113,178"
643,Российская Федерация,сентябрь,2019,"107,033"
643,Российская Федерация,сентябрь,2020,"95,794"
643,Российская Федерация,октябрь,2006,"95,192"
643,Российская Федерация,октябрь,2007,"108,414"
643,Российская Федерация,октябрь,2008,"107,600"
643,Российская Федерация,октябрь,2009,"113,820"
643,Российская Федерация,октябрь,2010,"122,144"
643,Российская Федерация,октябрь,2011,"121,711"
643,Российская Федерация,октябрь,2012,"100,937"
643,Российская Федерация,октябрь,2013,"102,743"
643,Российская Федерация,октябрь,2014,"106,211"
643,Российская Федерация,октябрь,2015,"104,838"
643,Российская Федерация,октябрь,2016,"82,752"
643,Российская Федерация,октябрь,2017,"80,249"
643,Российская Федерация,октябрь,2018,"44,413"
643,Российская Федерация,октябрь,2019,"82,727"
643,Российская Федерация,октябрь,2020,"81,188"
643,Российская Федерация,ноябрь,2006,"86,480"
643,Российская Федерация,ноябрь,2007,"112,961"
643,Российская Федерация,ноябрь,2008,"92,839"
643,Российская Федерация,ноябрь,2009,"85,295"
643,Российская Федерация,ноябрь,2010,"86,570"
643,Российская Федерация,ноябрь,2011,"118,181"
643,Российская Федерация,ноябрь,2012,"88,892"
643,Российская Федерация,ноябрь,2013,"92,859"
643,Российская Федерация,ноябрь,2014,"83,880"
643,Российская Федерация,ноябрь,2015,"82,151"
643,Российская Федерация,ноябрь,2016,"64,092"
643,Российская Федерация,ноябрь,2017,"70,951"
643,Российская Федерация,ноябрь,2018,"43,870"
643,Российская Федерация,ноябрь,2019,"75,722"
643,Российская Федерация,ноябрь,2020,"54,375"
643,Российская Федерация,декабрь,2006,"82,101"
643,Российская Федерация,декабрь,2007,"116,561"
643,Российская Федерация,декабрь,2008,"76,409"
643,Российская Федерация,декабрь,2009,"82,351"
643,Российская Федерация,декабрь,2010,"81,559"
643,Российская Федерация,декабрь,2011,"114,122"
643,Российская Федерация,декабрь,2012,"91,519"
643,Российская Федерация,декабрь,2013,"80,145"
643,Российская Федерация,декабрь,2014,"80,742"
643,Российская Федерация,декабрь,2015,"95,908"
643,Российская Федерация,декабрь,2016,"62,663"
643,Российская Федерация,декабрь,2017,"72,845"
643,Российская Федерация,декабрь,2018,"47,252"
643,Российская Федерация,декабрь,2019,"73,199"
643,Российская Федерация,декабрь,2020,"54,121"
030,Центральный федеральный округ,январь,2006,"14,845"
030,Центральный федеральный округ,январь,2007,"15,433"
030,Центральный федеральный округ,январь,2008,"14,601"
030,Центральный федеральный округ,январь,2009,"17,591"
030,Центральный федеральный округ,январь,2010,"17,083"
030,Центральный федеральный округ,январь,2011,"15,401"
030,Центральный федеральный округ,январь,2012,"14,061"
030,Центральный федеральный округ,январь,2013,"14,213"
030,Центральный федеральный округ,январь,2014,"15,406"
030,Центральный федеральный округ,январь,2015,"15,717"
030,Центральный федеральный округ,январь,2016,"13,118"
030,Центральный федеральный округ,январь,2017,"13,495"
030,Центральный федеральный округ,январь,2018,"13,189"
030,Центральный федеральный округ,январь,2019,"11,973"
030,Центральный федеральный округ,январь,2020,"10,558"
030,Центральный федеральный округ,февраль,2006,"16,414"
030,Центральный федеральный округ,февраль,2007,"17,430"
030,Центральный федеральный округ,февраль,2008,"16,440"
030,Центральный федеральный округ,февраль,2009,"21,924"
030,Центральный федеральный округ,февраль,2010,"15,943"
030,Центральный федеральный округ,февраль,2011,"17,816"
030,Центральный федеральный округ,февраль,2012,"18,281"
030,Центральный федеральный округ,февраль,2013,"16,548"
030,Центральный федеральный округ,февраль,2014,"20,903"
030,Центральный федеральный округ,февраль,2015,"18,472"
030,Центральный федеральный округ,февраль,2016,"14,981"
030,Центральный федеральный округ,февраль,2017,"17,385"
030,Центральный федеральный округ,февраль,2018,"14,085"
030,Центральный федеральный округ,февраль,2019,"13,529"
030,Центральный федеральный округ,февраль,2020,"18,234"
030,Центральный федеральный округ,март,2006,"15,753"
030,Центральный федеральный округ,март,2007,"13,878"
030,Центральный федеральный округ,март,2008,"20,827"
030,Центральный федеральный округ,март,2009,"13,742"
030,Центральный федеральный округ,март,2010,"10,648"
030,Центральный федеральный округ,март,2011,"16,341"
030,Центральный федеральный округ,март,2012,"12,312"
030,Центральный федеральный округ,март,2013,"24,059"
030,Центральный федеральный округ,март,2014,"17,303"
030,Центральный федеральный округ,март,2015,"13,067"
030,Центральный федеральный округ,март,2016,"16,392"
030,Центральный федеральный округ,март,2017,"12,728"
030,Центральный федеральный округ,март,2018,"12,515"
030,Центральный федеральный округ,март,2019,"16,970"
030,Центральный федеральный округ,март,2020,"11,708"
030,Центральный федеральный округ,апрель,2006,"21,803"
030,Центральный федеральный округ,апрель,2007,"29,703"
030,Центральный федеральный округ,апрель,2008,"14,798"
030,Центральный федеральный округ,апрель,2009,"26,626"
030,Центральный федеральный округ,апрель,2010,"34,323"
030,Центральный федеральный округ,апрель,2011,"23,867"
030,Центральный федеральный округ,апрель,2012,"25,840"
030,Центральный федеральный округ,апрель,2013,"13,359"
030,Центральный федеральный округ,апрель,2014,"24,744"
030,Центральный федеральный округ,апрель,2015,"27,693"
030,Центральный федеральный округ,апрель,2016,"12,792"
030,Центральный федеральный округ,апрель,2017,"23,696"
030,Центральный федеральный округ,апрель,2018,"22,744"
030,Центральный федеральный округ,апрель,2019,"13,336"
030,Центральный федеральный округ,апрель,2020,"9,127"
030,Центральный федеральный округ,май,2006,"9,384"
030,Центральный федеральный округ,май,2007,"10,529"
030,Центральный федеральный округ,май,2008,"15,293"
030,Центральный федеральный округ,май,2009,"12,863"
030,Центральный федеральный округ,май,2010,"10,953"
030,Центральный федеральный округ,май,2011,"12,990"
030,Центральный федеральный округ,май,2012,"11,742"
030,Центральный федеральный округ,май,2013,"14,145"
030,Центральный федеральный округ,май,2014,"15,630"
030,Центральный федеральный округ,май,2015,"13,730"
030,Центральный федеральный округ,май,2016,"14,128"
030,Центральный федеральный округ,май,2017,"11,088"
030,Центральный федеральный округ,май,2018,"10,688"
030,Центральный федеральный округ,май,2019,"13,144"
030,Центральный федеральный округ,май,2020,"3,812"
030,Центральный федеральный округ,июнь,2006,"29,571"
030,Центральный федеральный округ,июнь,2007,"31,572"
030,Центральный федеральный округ,июнь,2008,"32,396"
030,Центральный федеральный округ,июнь,2009,"31,881"
030,Центральный федеральный округ,июнь,2010,"28,590"
030,Центральный федеральный округ,июнь,2011,"35,564"
030,Центральный федеральный округ,июнь,2012,"35,952"
030,Центральный федеральный округ,июнь,2013,"40,809"
030,Центральный федеральный округ,июнь,2014,"35,078"
030,Центральный федеральный округ,июнь,2015,"30,838"
030,Центральный федеральный округ,июнь,2016,"32,717"
030,Центральный федеральный округ,июнь,2017,"31,868"
030,Центральный федеральный округ,июнь,2018,"28,580"
030,Центральный федеральный округ,июнь,2019,"30,258"
030,Центральный федеральный округ,июнь,2020,"17,992"
030,Центральный федеральный округ,июль,2006,"35,691"
030,Центральный федеральный округ,июль,2007,"41,328"
030,Центральный федеральный округ,июль,2008,"33,882"
030,Центральный федеральный округ,июль,2009,"37,662"
030,Центральный федеральный округ,июль,2010,"45,494"
030,Центральный федеральный округ,июль,2011,"43,382"
030,Центральный федеральный округ,июль,2012,"38,734"
030,Центральный федеральный округ,июль,2013,"39,138"
030,Центральный федеральный округ,июль,2014,"39,875"
030,Центральный федеральный округ,июль,2015,"40,347"
030,Центральный федеральный округ,июль,2016,"39,471"
030,Центральный федеральный округ,июль,2017,"42,925"
030,Центральный федеральный округ,июль,2018,"32,746"
030,Центральный федеральный округ,июль,2019,"31,762"
030,Центральный федеральный округ,июль,2020,"24,656"
030,Центральный федеральный округ,август,2006,"39,263"
030,Центральный федеральный округ,август,2007,"42,609"
030,Центральный федеральный округ,август,2008,"50,269"
030,Центральный федеральный округ,август,2009,"45,051"
030,Центральный федеральный округ,август,2010,"40,312"
030,Центральный федеральный округ,август,2011,"41,717"
030,Центральный федеральный округ,август,2012,"44,401"
030,Центральный федеральный округ,август,2013,"49,167"
030,Центральный федеральный округ,август,2014,"48,272"
030,Центральный федеральный округ,август,2015,"44,041"
030,Центральный федеральный округ,август,2016,"35,710"
030,Центральный федеральный округ,август,2017,"38,382"
030,Центральный федеральный округ,август,2018,"41,523"
030,Центральный федеральный округ,август,2019,"38,129"
030,Центральный федеральный округ,август,2020,"33,330"
030,Центральный федеральный округ,сентябрь,2006,"40,480"
030,Центральный федеральный округ,сентябрь,2007,"41,779"
030,Центральный федеральный округ,сентябрь,2008,"34,894"
030,Центральный федеральный округ,сентябрь,2009,"38,480"
030,Центральный федеральный округ,сентябрь,2010,"37,866"
030,Центральный федеральный округ,сентябрь,2011,"44,597"
030,Центральный федеральный округ,сентябрь,2012,"40,343"
030,Центральный федеральный округ,сентябрь,2013,"37,963"
030,Центральный федеральный округ,сентябрь,2014,"36,006"
030,Центральный федеральный округ,сентябрь,2015,"36,329"
030,Центральный федеральный округ,сентябрь,2016,"31,401"
030,Центральный федеральный округ,сентябрь,2017,"34,822"
030,Центральный федеральный округ,сентябрь,2018,"31,354"
030,Центральный федеральный округ,сентябрь,2019,"29,934"
030,Центральный федеральный округ,сентябрь,2020,"26,823"
030,Центральный федеральный округ,октябрь,2006,"24,137"
030,Центральный федеральный округ,октябрь,2007,"27,545"
030,Центральный федеральный округ,октябрь,2008,"26,311"
030,Центральный федеральный округ,октябрь,2009,"28,249"
030,Центральный федеральный округ,октябрь,2010,"30,139"
030,Центральный федеральный округ,октябрь,2011,"30,585"
030,Центральный федеральный округ,октябрь,2012,"24,202"
030,Центральный федеральный округ,октябрь,2013,"25,460"
030,Центральный федеральный округ,октябрь,2014,"27,970"
030,Центральный федеральный округ,октябрь,2015,"27,551"
030,Центральный федеральный округ,октябрь,2016,"21,207"
030,Центральный федеральный округ,октябрь,2017,"20,976"
030,Центральный федеральный округ,октябрь,2018,"10,681"
030,Центральный федеральный округ,октябрь,2019,"21,784"
030,Центральный федеральный округ,октябрь,2020,"21,810"
030,Центральный федеральный округ,ноябрь,2006,"21,207"
030,Центральный федеральный округ,ноябрь,2007,"28,827"
030,Центральный федеральный округ,ноябрь,2008,"23,424"
030,Центральный федеральный округ,ноябрь,2009,"21,554"
030,Центральный федеральный округ,ноябрь,2010,"21,280"
030,Центральный федеральный округ,ноябрь,2011,"29,506"
030,Центральный федеральный округ,ноябрь,2012,"21,602"
030,Центральный федеральный округ,ноябрь,2013,"23,779"
030,Центральный федеральный округ,ноябрь,2014,"22,210"
030,Центральный федеральный округ,ноябрь,2015,"21,747"
030,Центральный федеральный округ,ноябрь,2016,"16,157"
030,Центральный федеральный округ,ноябрь,2017,"18,567"
030,Центральный федеральный округ,ноябрь,2018,"10,746"
030,Центральный федеральный округ,ноябрь,2019,"19,811"
030,Центральный федеральный округ,ноябрь,2020,"14,451"
030,Центральный федеральный округ,декабрь,2006,"19,009"
030,Центральный федеральный округ,декабрь,2007,"27,525"
030,Центральный федеральный округ,декабрь,2008,"17,748"
030,Центральный федеральный округ,декабрь,2009,"18,466"
030,Центральный федеральный округ,декабрь,2010,"18,376"
030,Центральный федеральный округ,декабрь,2011,"26,698"
030,Центральный федеральный округ,декабрь,2012,"21,409"
030,Центральный федеральный округ,декабрь,2013,"19,355"
030,Центральный федеральный округ,декабрь,2014,"19,425"
030,Центральный федеральный округ,декабрь,2015,"23,625"
030,Центральный федеральный округ,декабрь,2016,"15,466"
030,Центральный федеральный округ,декабрь,2017,"18,252"
030,Центральный федеральный округ,декабрь,2018,"11,126"
030,Центральный федеральный округ,декабрь,2019,"18,966"
030,Центральный федеральный округ,декабрь,2020,"13,373"
14000000000,Белгородская область,январь,2006,686
14000000000,Белгородская область,январь,2007,739
14000000000,Белгородская область,январь,2008,572
14000000000,Белгородская область,январь,2009,723
14000000000,Белгородская область,январь,2010,730
14000000000,Белгородская область,январь,2011,655
14000000000,Белгородская область,январь,2012,528
14000000000,Белгородская область,январь,2013,686
14000000000,Белгородская область,январь,2014,662
14000000000,Белгородская область,январь,2015,641
14000000000,Белгородская область,январь,2016,438
14000000000,Белгородская область,январь,2017,564
14000000000,Белгородская область,январь,2018,488
14000000000,Белгородская область,январь,2019,416
14000000000,Белгородская область,январь,2020,320
14000000000,Белгородская область,февраль,2006,751
14000000000,Белгородская область,февраль,2007,801
14000000000,Белгородская область,февраль,2008,678
14000000000,Белгородская область,февраль,2009,961
14000000000,Белгородская область,февраль,2010,599
14000000000,Белгородская область,февраль,2011,740
14000000000,Белгородская область,февраль,2012,740
14000000000,Белгородская область,февраль,2013,702
14000000000,Белгородская область,февраль,2014,872
14000000000,Белгородская область,февраль,2015,724
14000000000,Белгородская область,февраль,2016,535
14000000000,Белгородская область,февраль,2017,705
14000000000,Белгородская область,февраль,2018,551
14000000000,Белгородская область,февраль,2019,457
14000000000,Белгородская область,февраль,2020,598
14000000000,Белгородская область,март,2006,639
14000000000,Белгородская область,март,2007,435
14000000000,Белгородская область,март,2008,865
14000000000,Белгородская область,март,2009,468
14000000000,Белгородская область,март,2010,343
14000000000,Белгородская область,март,2011,647
14000000000,Белгородская область,март,2012,383
14000000000,Белгородская область,март,2013,"1,004"
14000000000,Белгородская область,март,2014,594
14000000000,Белгородская область,март,2015,385
14000000000,Белгородская область,март,2016,556
14000000000,Белгородская область,март,2017,399
14000000000,Белгородская область,март,2018,376
14000000000,Белгородская область,март,2019,557
14000000000,Белгородская область,март,2020,310
14000000000,Белгородская область,апрель,2006,809
14000000000,Белгородская область,апрель,2007,"1,328"
14000000000,Белгородская область,апрель,2008,460
14000000000,Белгородская область,апрель,2009,"1,092"
14000000000,Белгородская область,апрель,2010,"1,415"
14000000000,Белгородская область,апрель,2011,954
14000000000,Белгородская область,апрель,2012,"1,059"
14000000000,Белгородская область,апрель,2013,420
14000000000,Белгородская область,апрель,2014,"1,048"
14000000000,Белгородская область,апрель,2015,"1,138"
14000000000,Белгородская область,апрель,2016,338
14000000000,Белгородская область,апрель,2017,991
14000000000,Белгородская область,апрель,2018,889
14000000000,Белгородская область,апрель,2019,405
14000000000,Белгородская область,апрель,2020,388
14000000000,Белгородская область,май,2006,427
14000000000,Белгородская область,май,2007,363
14000000000,Белгородская область,май,2008,639
14000000000,Белгородская область,май,2009,501
14000000000,Белгородская область,май,2010,496
14000000000,Белгородская область,май,2011,510
14000000000,Белгородская область,май,2012,421
14000000000,Белгородская область,май,2013,587
14000000000,Белгородская область,май,2014,605
14000000000,Белгородская область,май,2015,480
14000000000,Белгородская область,май,2016,610
14000000000,Белгородская область,май,2017,346
14000000000,Белгородская область,май,2018,366
14000000000,Белгородская область,май,2019,428
14000000000,Белгородская область,май,2020,204
14000000000,Белгородская область,июнь,2006,"1,240"
14000000000,Белгородская область,июнь,2007,"1,265"
14000000000,Белгородская область,июнь,2008,"1,327"
14000000000,Белгородская область,июнь,2009,"1,237"
14000000000,Белгородская область,июнь,2010,"1,060"
14000000000,Белгородская область,июнь,2011,"1,545"
14000000000,Белгородская область,июнь,2012,"1,433"
14000000000,Белгородская область,июнь,2013,"1,809"
14000000000,Белгородская область,июнь,2014,"1,508"
14000000000,Белгородская область,июнь,2015,"1,191"
14000000000,Белгородская область,июнь,2016,"1,273"
14000000000,Белгородская область,июнь,2017,"1,316"
14000000000,Белгородская область,июнь,2018,"1,117"
14000000000,Белгородская область,июнь,2019,"1,319"
14000000000,Белгородская область,июнь,2020,808
14000000000,Белгородская область,июль,2006,"1,581"
14000000000,Белгородская область,июль,2007,"1,843"
14000000000,Белгородская область,июль,2008,"1,409"
14000000000,Белгородская область,июль,2009,"1,450"
14000000000,Белгородская область,июль,2010,"1,948"
14000000000,Белгородская область,июль,2011,"1,787"
14000000000,Белгородская область,июль,2012,"1,569"
14000000000,Белгородская область,июль,2013,"1,597"
14000000000,Белгородская область,июль,2014,"1,577"
14000000000,Белгородская область,июль,2015,"1,530"
14000000000,Белгородская область,июль,2016,"1,383"
14000000000,Белгородская область,июль,2017,"1,820"
14000000000,Белгородская область,июль,2018,"1,357"
14000000000,Белгородская область,июль,2019,"1,279"
14000000000,Белгородская область,июль,2020,973
14000000000,Белгородская область,август,2006,"1,787"
14000000000,Белгородская область,август,2007,"1,926"
14000000000,Белгородская область,август,2008,"2,191"
14000000000,Белгородская область,август,2009,"2,072"
14000000000,Белгородская область,август,2010,"1,800"
14000000000,Белгородская область,август,2011,"1,834"
14000000000,Белгородская область,август,2012,"1,835"
14000000000,Белгородская область,август,2013,"2,131"
14000000000,Белгородская область,август,2014,"2,076"
14000000000,Белгородская область,август,2015,"1,900"
14000000000,Белгородская область,август,2016,"1,395"
14000000000,Белгородская область,август,2017,"1,566"
14000000000,Белгородская область,август,2018,"1,898"
14000000000,Белгородская область,август,2019,"1,638"
14000000000,Белгородская область,август,2020,"1,336"
14000000000,Белгородская область,сентябрь,2006,"1,787"
14000000000,Белгородская область,сентябрь,2007,"1,980"
14000000000,Белгородская область,сентябрь,2008,"1,483"
14000000000,Белгородская область,сентябрь,2009,"1,660"
14000000000,Белгородская область,сентябрь,2010,"1,665"
14000000000,Белгородская область,сентябрь,2011,"2,057"
14000000000,Белгородская область,сентябрь,2012,"1,771"
14000000000,Белгородская область,сентябрь,2013,"1,812"
14000000000,Белгородская область,сентябрь,2014,"1,550"
14000000000,Белгородская область,сентябрь,2015,"1,661"
14000000000,Белгородская область,сентябрь,2016,"1,194"
14000000000,Белгородская область,сентябрь,2017,"1,510"
14000000000,Белгородская область,сентябрь,2018,"1,446"
14000000000,Белгородская область,сентябрь,2019,"1,273"
14000000000,Белгородская область,сентябрь,2020,968
14000000000,Белгородская область,октябрь,2006,"1,140"
14000000000,Белгородская область,октябрь,2007,"1,329"
14000000000,Белгородская область,октябрь,2008,"1,137"
14000000000,Белгородская область,октябрь,2009,"1,216"
14000000000,Белгородская область,октябрь,2010,"1,371"
14000000000,Белгородская область,октябрь,2011,"1,494"
14000000000,Белгородская область,октябрь,2012,"1,035"
14000000000,Белгородская область,октябрь,2013,"1,067"
14000000000,Белгородская область,октябрь,2014,"1,137"
14000000000,Белгородская область,октябрь,2015,"1,214"
14000000000,Белгородская область,октябрь,2016,806
14000000000,Белгородская область,октябрь,2017,816
14000000000,Белгородская область,октябрь,2018,763
14000000000,Белгородская область,октябрь,2019,866
14000000000,Белгородская область,октябрь,2020,715
14000000000,Белгородская область,ноябрь,2006,957
14000000000,Белгородская область,ноябрь,2007,"1,531"
14000000000,Белгородская область,ноябрь,2008,966
14000000000,Белгородская область,ноябрь,2009,905
14000000000,Белгородская область,ноябрь,2010,899
14000000000,Белгородская область,ноябрь,2011,"1,469"
14000000000,Белгородская область,ноябрь,2012,900
14000000000,Белгородская область,ноябрь,2013,989
14000000000,Белгородская область,ноябрь,2014,911
14000000000,Белгородская область,ноябрь,2015,988
14000000000,Белгородская область,ноябрь,2016,551
14000000000,Белгородская область,ноябрь,2017,679
14000000000,Белгородская область,ноябрь,2018,657
14000000000,Белгородская область,ноябрь,2019,829
14000000000,Белгородская область,ноябрь,2020,447
14000000000,Белгородская область,декабрь,2006,615
14000000000,Белгородская область,декабрь,2007,"1,359"
14000000000,Белгородская область,декабрь,2008,648
14000000000,Белгородская область,декабрь,2009,632
14000000000,Белгородская область,декабрь,2010,651
14000000000,Белгородская область,декабрь,2011,"1,272"
14000000000,Белгородская область,декабрь,2012,726
14000000000,Белгородская область,декабрь,2013,672
14000000000,Белгородская область,декабрь,2014,667
14000000000,Белгородская область,декабрь,2015,"1,007"
14000000000,Белгородская область,декабрь,2016,443
14000000000,Белгородская область,декабрь,2017,575
14000000000,Белгородская область,декабрь,2018,524
14000000000,Белгородская область,декабрь,2019,871
14000000000,Белгородская область,декабрь,2020,409
15000000000,Брянская область,январь,2006,471
15000000000,Брянская область,январь,2007,480
15000000000,Брянская область,январь,2008,375
15000000000,Брянская область,январь,2009,517
15000000000,Брянская область,январь,2010,522
15000000000,Брянская область,январь,2011,449
15000000000,Брянская область,январь,2012,399
15000000000,Брянская область,январь,2013,456
15000000000,Брянская область,январь,2014,449
15000000000,Брянская область,январь,2015,482
15000000000,Брянская область,январь,2016,353
15000000000,Брянская область,январь,2017,376
15000000000,Брянская область,январь,2018,364
15000000000,Брянская область,январь,2019,332
15000000000,Брянская область,январь,2020,260
15000000000,Брянская область,февраль,2006,625
15000000000,Брянская область,февраль,2007,672
15000000000,Брянская область,февраль,2008,567
15000000000,Брянская область,февраль,2009,836
15000000000,Брянская область,февраль,2010,572
15000000000,Брянская область,февраль,2011,715
15000000000,Брянская область,февраль,2012,626
15000000000,Брянская область,февраль,2013,591
15000000000,Брянская область,февраль,2014,691
15000000000,Брянская область,февраль,2015,601
15000000000,Брянская область,февраль,2016,437
15000000000,Брянская область,февраль,2017,546
15000000000,Брянская область,февраль,2018,423
15000000000,Брянская область,февраль,2019,439
15000000000,Брянская область,февраль,2020,513
15000000000,Брянская область,март,2006,554
15000000000,Брянская область,март,2007,334
15000000000,Брянская область,март,2008,755
15000000000,Брянская область,март,2009,375
15000000000,Брянская область,март,2010,286
15000000000,Брянская область,март,2011,539
15000000000,Брянская область,март,2012,323
15000000000,Брянская область,март,2013,758
15000000000,Брянская область,март,2014,436
15000000000,Брянская область,март,2015,282
15000000000,Брянская область,март,2016,446
15000000000,Брянская область,март,2017,298
15000000000,Брянская область,март,2018,297
15000000000,Брянская область,март,2019,481
15000000000,Брянская область,март,2020,268
15000000000,Брянская область,апрель,2006,665
