regcode,region,month,year,marriage
93000000000,Республика Тыва,декабрь,2019,223
93000000000,Республика Тыва,декабрь,2020,146
95000000000,Республика Хакасия,январь,2006,186
95000000000,Республика Хакасия,январь,2007,217
95000000000,Республика Хакасия,январь,2008,176
95000000000,Республика Хакасия,январь,2009,234
95000000000,Республика Хакасия,январь,2010,260
95000000000,Республика Хакасия,январь,2011,195
95000000000,Республика Хакасия,январь,2012,221
95000000000,Республика Хакасия,январь,2013,261
95000000000,Республика Хакасия,январь,2014,240
95000000000,Республика Хакасия,январь,2015,197
95000000000,Республика Хакасия,январь,2016,156
95000000000,Республика Хакасия,январь,2017,227
95000000000,Республика Хакасия,январь,2018,161
95000000000,Республика Хакасия,январь,2019,160
95000000000,Республика Хакасия,январь,2020,163
95000000000,Республика Хакасия,февраль,2006,235
95000000000,Республика Хакасия,февраль,2007,305
95000000000,Республика Хакасия,февраль,2008,254
95000000000,Республика Хакасия,февраль,2009,267
95000000000,Республика Хакасия,февраль,2010,287
95000000000,Республика Хакасия,февраль,2011,275
95000000000,Республика Хакасия,февраль,2012,271
95000000000,Республика Хакасия,февраль,2013,327
95000000000,Республика Хакасия,февраль,2014,279
95000000000,Республика Хакасия,февраль,2015,253
95000000000,Республика Хакасия,февраль,2016,193
95000000000,Республика Хакасия,февраль,2017,263
95000000000,Республика Хакасия,февраль,2018,184
95000000000,Республика Хакасия,февраль,2019,222
95000000000,Республика Хакасия,февраль,2020,245
95000000000,Республика Хакасия,март,2006,351
95000000000,Республика Хакасия,март,2007,328
95000000000,Республика Хакасия,март,2008,375
95000000000,Республика Хакасия,март,2009,342
95000000000,Республика Хакасия,март,2010,312
95000000000,Республика Хакасия,март,2011,318
95000000000,Республика Хакасия,март,2012,279
95000000000,Республика Хакасия,март,2013,421
95000000000,Республика Хакасия,март,2014,289
95000000000,Республика Хакасия,март,2015,238
95000000000,Республика Хакасия,март,2016,242
95000000000,Республика Хакасия,март,2017,307
95000000000,Республика Хакасия,март,2018,254
95000000000,Республика Хакасия,март,2019,278
95000000000,Республика Хакасия,март,2020,204
95000000000,Республика Хакасия,апрель,2006,342
95000000000,Республика Хакасия,апрель,2007,453
95000000000,Республика Хакасия,апрель,2008,309
95000000000,Республика Хакасия,апрель,2009,413
95000000000,Республика Хакасия,апрель,2010,461
95000000000,Республика Хакасия,апрель,2011,397
95000000000,Республика Хакасия,апрель,2012,367
95000000000,Республика Хакасия,апрель,2013,366
95000000000,Республика Хакасия,апрель,2014,393
95000000000,Республика Хакасия,апрель,2015,379
95000000000,Республика Хакасия,апрель,2016,233
95000000000,Республика Хакасия,апрель,2017,322
95000000000,Республика Хакасия,апрель,2018,264
95000000000,Республика Хакасия,апрель,2019,258
95000000000,Республика Хакасия,апрель,2020,184
95000000000,Республика Хакасия,май,2006,101
95000000000,Республика Хакасия,май,2007,125
95000000000,Республика Хакасия,май,2008,143
95000000000,Республика Хакасия,май,2009,165
95000000000,Республика Хакасия,май,2010,124
95000000000,Республика Хакасия,май,2011,140
95000000000,Республика Хакасия,май,2012,160
95000000000,Республика Хакасия,май,2013,154
95000000000,Республика Хакасия,май,2014,182
95000000000,Республика Хакасия,май,2015,138
95000000000,Республика Хакасия,май,2016,106
95000000000,Республика Хакасия,май,2017,129
95000000000,Республика Хакасия,май,2018,122
95000000000,Республика Хакасия,май,2019,106
95000000000,Республика Хакасия,май,2020,70
95000000000,Республика Хакасия,июнь,2006,425
95000000000,Республика Хакасия,июнь,2007,440
95000000000,Республика Хакасия,июнь,2008,430
95000000000,Республика Хакасия,июнь,2009,474
95000000000,Республика Хакасия,июнь,2010,527
95000000000,Республика Хакасия,июнь,2011,491
95000000000,Республика Хакасия,июнь,2012,524
95000000000,Республика Хакасия,июнь,2013,622
95000000000,Республика Хакасия,июнь,2014,526
95000000000,Республика Хакасия,июнь,2015,438
95000000000,Республика Хакасия,июнь,2016,420
95000000000,Республика Хакасия,июнь,2017,457
95000000000,Республика Хакасия,июнь,2018,371
95000000000,Республика Хакасия,июнь,2019,378
95000000000,Республика Хакасия,июнь,2020,262
95000000000,Республика Хакасия,июль,2006,482
95000000000,Республика Хакасия,июль,2007,668
95000000000,Республика Хакасия,июль,2008,437
95000000000,Республика Хакасия,июль,2009,596
95000000000,Республика Хакасия,июль,2010,651
95000000000,Республика Хакасия,июль,2011,669
95000000000,Республика Хакасия,июль,2012,540
95000000000,Республика Хакасия,июль,2013,620
95000000000,Республика Хакасия,июль,2014,570
95000000000,Республика Хакасия,июль,2015,586
95000000000,Республика Хакасия,июль,2016,535
95000000000,Республика Хакасия,июль,2017,595
95000000000,Республика Хакасия,июль,2018,439
95000000000,Республика Хакасия,июль,2019,477
95000000000,Республика Хакасия,июль,2020,400
95000000000,Республика Хакасия,август,2006,612
95000000000,Республика Хакасия,август,2007,739
95000000000,Республика Хакасия,август,2008,827
95000000000,Республика Хакасия,август,2009,680
95000000000,Республика Хакасия,август,2010,679
95000000000,Республика Хакасия,август,2011,702
95000000000,Республика Хакасия,август,2012,719
95000000000,Республика Хакасия,август,2013,769
95000000000,Республика Хакасия,август,2014,752
95000000000,Республика Хакасия,август,2015,648
95000000000,Республика Хакасия,август,2016,497
95000000000,Республика Хакасия,август,2017,533
95000000000,Республика Хакасия,август,2018,591
95000000000,Республика Хакасия,август,2019,469
95000000000,Республика Хакасия,август,2020,455
95000000000,Республика Хакасия,сентябрь,2006,501
95000000000,Республика Хакасия,сентябрь,2007,529
95000000000,Республика Хакасия,сентябрь,2008,421
95000000000,Республика Хакасия,сентябрь,2009,505
95000000000,Республика Хакасия,сентябрь,2010,545
95000000000,Республика Хакасия,сентябрь,2011,593
95000000000,Республика Хакасия,сентябрь,2012,519
95000000000,Республика Хакасия,сентябрь,2013,534
95000000000,Республика Хакасия,сентябрь,2014,477
95000000000,Республика Хакасия,сентябрь,2015,412
95000000000,Республика Хакасия,сентябрь,2016,366
95000000000,Республика Хакасия,сентябрь,2017,418
95000000000,Республика Хакасия,сентябрь,2018,353
95000000000,Республика Хакасия,сентябрь,2019,353
95000000000,Республика Хакасия,сентябрь,2020,344
95000000000,Республика Хакасия,октябрь,2006,421
95000000000,Республика Хакасия,октябрь,2007,396
95000000000,Республика Хакасия,октябрь,2008,389
95000000000,Республика Хакасия,октябрь,2009,443
95000000000,Республика Хакасия,октябрь,2010,485
95000000000,Республика Хакасия,октябрь,2011,492
95000000000,Республика Хакасия,октябрь,2012,406
95000000000,Республика Хакасия,октябрь,2013,405
95000000000,Республика Хакасия,октябрь,2014,431
95000000000,Республика Хакасия,октябрь,2015,376
95000000000,Республика Хакасия,октябрь,2016,292
95000000000,Республика Хакасия,октябрь,2017,268
95000000000,Республика Хакасия,октябрь,2018,125
95000000000,Республика Хакасия,октябрь,2019,295
95000000000,Республика Хакасия,октябрь,2020,296
95000000000,Республика Хакасия,ноябрь,2006,368
95000000000,Республика Хакасия,ноябрь,2007,511
95000000000,Республика Хакасия,ноябрь,2008,371
95000000000,Республика Хакасия,ноябрь,2009,364
95000000000,Республика Хакасия,ноябрь,2010,393
95000000000,Республика Хакасия,ноябрь,2011,534
95000000000,Республика Хакасия,ноябрь,2012,331
95000000000,Республика Хакасия,ноябрь,2013,424
95000000000,Республика Хакасия,ноябрь,2014,315
95000000000,Республика Хакасия,ноябрь,2015,381
95000000000,Республика Хакасия,ноябрь,2016,267
95000000000,Республика Хакасия,ноябрь,2017,249
95000000000,Республика Хакасия,ноябрь,2018,151
95000000000,Республика Хакасия,ноябрь,2019,302
95000000000,Республика Хакасия,ноябрь,2020,154
95000000000,Республика Хакасия,декабрь,2006,402
95000000000,Республика Хакасия,декабрь,2007,578
95000000000,Республика Хакасия,декабрь,2008,310
95000000000,Республика Хакасия,декабрь,2009,376
95000000000,Республика Хакасия,декабрь,2010,387
95000000000,Республика Хакасия,декабрь,2011,575
95000000000,Республика Хакасия,декабрь,2012,354
95000000000,Республика Хакасия,декабрь,2013,367
95000000000,Республика Хакасия,декабрь,2014,370
95000000000,Республика Хакасия,декабрь,2015,453
95000000000,Республика Хакасия,декабрь,2016,220
95000000000,Республика Хакасия,декабрь,2017,281
95000000000,Республика Хакасия,декабрь,2018,165
95000000000,Республика Хакасия,декабрь,2019,350
95000000000,Республика Хакасия,декабрь,2020,190
01000000000,Алтайский край,январь,2006,953
01000000000,Алтайский край,январь,2007,"1,069"
01000000000,Алтайский край,январь,2008,"1,006"
01000000000,Алтайский край,январь,2009,"1,091"
01000000000,Алтайский край,январь,2010,"1,039"
01000000000,Алтайский край,январь,2011,868
01000000000,Алтайский край,январь,2012,919
01000000000,Алтайский край,январь,2013,809
01000000000,Алтайский край,январь,2014,935
01000000000,Алтайский край,январь,2015,781
01000000000,Алтайский край,январь,2016,699
01000000000,Алтайский край,январь,2017,692
01000000000,Алтайский край,январь,2018,684
01000000000,Алтайский край,январь,2019,590
01000000000,Алтайский край,январь,2020,560
01000000000,Алтайский край,февраль,2006,"1,007"
01000000000,Алтайский край,февраль,2007,"1,221"
01000000000,Алтайский край,февраль,2008,"1,224"
01000000000,Алтайский край,февраль,2009,"1,371"
01000000000,Алтайский край,февраль,2010,"1,095"
01000000000,Алтайский край,февраль,2011,"1,063"
01000000000,Алтайский край,февраль,2012,"1,079"
01000000000,Алтайский край,февраль,2013,"1,043"
01000000000,Алтайский край,февраль,2014,"1,115"
01000000000,Алтайский край,февраль,2015,934
01000000000,Алтайский край,февраль,2016,799
01000000000,Алтайский край,февраль,2017,895
01000000000,Алтайский край,февраль,2018,709
01000000000,Алтайский край,февраль,2019,645
01000000000,Алтайский край,февраль,2020,851
01000000000,Алтайский край,март,2006,"1,311"
01000000000,Алтайский край,март,2007,"1,330"
01000000000,Алтайский край,март,2008,"1,611"
01000000000,Алтайский край,март,2009,"1,214"
01000000000,Алтайский край,март,2010,"1,072"
01000000000,Алтайский край,март,2011,"1,337"
01000000000,Алтайский край,март,2012,"1,340"
01000000000,Алтайский край,март,2013,"1,500"
01000000000,Алтайский край,март,2014,"1,098"
01000000000,Алтайский край,март,2015,787
01000000000,Алтайский край,март,2016,899
01000000000,Алтайский край,март,2017,882
01000000000,Алтайский край,март,2018,863
01000000000,Алтайский край,март,2019,899
01000000000,Алтайский край,март,2020,736
01000000000,Алтайский край,апрель,2006,"1,554"
01000000000,Алтайский край,апрель,2007,"1,774"
01000000000,Алтайский край,апрель,2008,"1,389"
01000000000,Алтайский край,апрель,2009,"1,671"
01000000000,Алтайский край,апрель,2010,"1,915"
01000000000,Алтайский край,апрель,2011,"1,540"
01000000000,Алтайский край,апрель,2012,"1,698"
01000000000,Алтайский край,апрель,2013,"1,274"
01000000000,Алтайский край,апрель,2014,"1,391"
01000000000,Алтайский край,апрель,2015,"1,164"
01000000000,Алтайский край,апрель,2016,960
01000000000,Алтайский край,апрель,2017,"1,068"
01000000000,Алтайский край,апрель,2018,"1,017"
01000000000,Алтайский край,апрель,2019,825
01000000000,Алтайский край,апрель,2020,314
01000000000,Алтайский край,май,2006,562
01000000000,Алтайский край,май,2007,609
01000000000,Алтайский край,май,2008,879
01000000000,Алтайский край,май,2009,748
01000000000,Алтайский край,май,2010,645
01000000000,Алтайский край,май,2011,610
01000000000,Алтайский край,май,2012,692
01000000000,Алтайский край,май,2013,696
01000000000,Алтайский край,май,2014,697
01000000000,Алтайский край,май,2015,551
01000000000,Алтайский край,май,2016,546
01000000000,Алтайский край,май,2017,535
01000000000,Алтайский край,май,2018,513
01000000000,Алтайский край,май,2019,527
01000000000,Алтайский край,май,2020,189
01000000000,Алтайский край,июнь,2006,"1,900"
01000000000,Алтайский край,июнь,2007,"2,107"
01000000000,Алтайский край,июнь,2008,"2,117"
01000000000,Алтайский край,июнь,2009,"1,982"
01000000000,Алтайский край,июнь,2010,"2,010"
01000000000,Алтайский край,июнь,2011,"2,142"
01000000000,Алтайский край,июнь,2012,"2,474"
01000000000,Алтайский край,июнь,2013,"2,345"
01000000000,Алтайский край,июнь,2014,"1,977"
01000000000,Алтайский край,июнь,2015,"1,715"
01000000000,Алтайский край,июнь,2016,"1,646"
01000000000,Алтайский край,июнь,2017,"1,682"
01000000000,Алтайский край,июнь,2018,"1,620"
01000000000,Алтайский край,июнь,2019,"1,560"
01000000000,Алтайский край,июнь,2020,"1,255"
01000000000,Алтайский край,июль,2006,"2,338"
01000000000,Алтайский край,июль,2007,"2,708"
01000000000,Алтайский край,июль,2008,"2,234"
01000000000,Алтайский край,июль,2009,"2,495"
01000000000,Алтайский край,июль,2010,"2,919"
01000000000,Алтайский край,июль,2011,"2,968"
01000000000,Алтайский край,июль,2012,"2,678"
01000000000,Алтайский край,июль,2013,"2,574"
01000000000,Алтайский край,июль,2014,"2,390"
01000000000,Алтайский край,июль,2015,"2,255"
01000000000,Алтайский край,июль,2016,"2,349"
01000000000,Алтайский край,июль,2017,"2,405"
01000000000,Алтайский край,июль,2018,"1,811"
01000000000,Алтайский край,июль,2019,"1,778"
01000000000,Алтайский край,июль,2020,"1,678"
01000000000,Алтайский край,август,2006,"3,034"
01000000000,Алтайский край,август,2007,"3,272"
01000000000,Алтайский край,август,2008,"3,949"
01000000000,Алтайский край,август,2009,"3,219"
01000000000,Алтайский край,август,2010,"3,005"
01000000000,Алтайский край,август,2011,"3,085"
01000000000,Алтайский край,август,2012,"3,331"
01000000000,Алтайский край,август,2013,"3,327"
01000000000,Алтайский край,август,2014,"3,018"
01000000000,Алтайский край,август,2015,"2,566"
01000000000,Алтайский край,август,2016,"2,058"
01000000000,Алтайский край,август,2017,"2,166"
01000000000,Алтайский край,август,2018,"2,385"
01000000000,Алтайский край,август,2019,"2,192"
01000000000,Алтайский край,август,2020,"1,941"
01000000000,Алтайский край,сентябрь,2006,"2,460"
01000000000,Алтайский край,сентябрь,2007,"2,483"
01000000000,Алтайский край,сентябрь,2008,"2,061"
01000000000,Алтайский край,сентябрь,2009,"2,243"
01000000000,Алтайский край,сентябрь,2010,"2,303"
01000000000,Алтайский край,сентябрь,2011,"2,581"
01000000000,Алтайский край,сентябрь,2012,"2,458"
01000000000,Алтайский край,сентябрь,2013,"2,276"
01000000000,Алтайский край,сентябрь,2014,"1,945"
01000000000,Алтайский край,сентябрь,2015,"1,810"
01000000000,Алтайский край,сентябрь,2016,"1,529"
01000000000,Алтайский край,сентябрь,2017,"1,776"
01000000000,Алтайский край,сентябрь,2018,"1,518"
01000000000,Алтайский край,сентябрь,2019,"1,420"
01000000000,Алтайский край,сентябрь,2020,"1,419"
01000000000,Алтайский край,октябрь,2006,"1,762"
01000000000,Алтайский край,октябрь,2007,"1,825"
01000000000,Алтайский край,октябрь,2008,"1,725"
01000000000,Алтайский край,октябрь,2009,"2,059"
01000000000,Алтайский край,октябрь,2010,"2,036"
01000000000,Алтайский край,октябрь,2011,"2,008"
01000000000,Алтайский край,октябрь,2012,"1,624"
01000000000,Алтайский край,октябрь,2013,"1,626"
01000000000,Алтайский край,октябрь,2014,"1,529"
01000000000,Алтайский край,октябрь,2015,"1,321"
01000000000,Алтайский край,октябрь,2016,"1,125"
01000000000,Алтайский край,октябрь,2017,"1,023"
01000000000,Алтайский край,октябрь,2018,644
01000000000,Алтайский край,октябрь,2019,"1,102"
01000000000,Алтайский край,октябрь,2020,"1,050"
01000000000,Алтайский край,ноябрь,2006,"1,411"
01000000000,Алтайский край,ноябрь,2007,"1,721"
01000000000,Алтайский край,ноябрь,2008,"1,513"
01000000000,Алтайский край,ноябрь,2009,"1,459"
01000000000,Алтайский край,ноябрь,2010,"1,438"
01000000000,Алтайский край,ноябрь,2011,"1,789"
01000000000,Алтайский край,ноябрь,2012,"1,412"
01000000000,Алтайский край,ноябрь,2013,"1,434"
01000000000,Алтайский край,ноябрь,2014,"1,168"
01000000000,Алтайский край,ноябрь,2015,"1,013"
01000000000,Алтайский край,ноябрь,2016,910
01000000000,Алтайский край,ноябрь,2017,942
01000000000,Алтайский край,ноябрь,2018,664
01000000000,Алтайский край,ноябрь,2019,985
01000000000,Алтайский край,ноябрь,2020,767
01000000000,Алтайский край,декабрь,2006,"1,554"
01000000000,Алтайский край,декабрь,2007,"1,940"
01000000000,Алтайский край,декабрь,2008,"1,138"
01000000000,Алтайский край,декабрь,2009,"1,451"
01000000000,Алтайский край,декабрь,2010,"1,515"
01000000000,Алтайский край,декабрь,2011,"1,765"
01000000000,Алтайский край,декабрь,2012,"1,638"
01000000000,Алтайский край,декабрь,2013,"1,367"
01000000000,Алтайский край,декабрь,2014,"1,213"
01000000000,Алтайский край,декабрь,2015,"1,312"
01000000000,Алтайский край,декабрь,2016,936
01000000000,Алтайский край,декабрь,2017,"1,205"
01000000000,Алтайский край,декабрь,2018,793
01000000000,Алтайский край,декабрь,2019,983
01000000000,Алтайский край,декабрь,2020,828
04000000000,Красноярский край,январь,2006,"1,100"
04000000000,Красноярский край,январь,2007,"1,276"
04000000000,Красноярский край,январь,2008,"1,209"
04000000000,Красноярский край,январь,2009,"1,384"
04000000000,Красноярский край,январь,2010,"1,279"
04000000000,Красноярский край,январь,2011,"1,175"
04000000000,Красноярский край,январь,2012,"1,233"
04000000000,Красноярский край,январь,2013,"1,308"
04000000000,Красноярский край,январь,2014,"1,394"
04000000000,Красноярский край,январь,2015,"1,276"
04000000000,Красноярский край,январь,2016,"1,043"
04000000000,Красноярский край,январь,2017,"1,151"
04000000000,Красноярский край,январь,2018,"1,062"
04000000000,Красноярский край,январь,2019,995
04000000000,Красноярский край,январь,2020,939
04000000000,Красноярский край,февраль,2006,"1,285"
04000000000,Красноярский край,февраль,2007,"1,364"
04000000000,Красноярский край,февраль,2008,"1,402"
04000000000,Красноярский край,февраль,2009,"1,672"
04000000000,Красноярский край,февраль,2010,"1,420"
04000000000,Красноярский край,февраль,2011,"1,507"
04000000000,Красноярский край,февраль,2012,"1,429"
04000000000,Красноярский край,февраль,2013,"1,613"
04000000000,Красноярский край,февраль,2014,"1,900"
04000000000,Красноярский край,февраль,2015,"1,530"
04000000000,Красноярский край,февраль,2016,"1,214"
04000000000,Красноярский край,февраль,2017,"1,349"
04000000000,Красноярский край,февраль,2018,"1,124"
04000000000,Красноярский край,февраль,2019,"1,134"
04000000000,Красноярский край,февраль,2020,"1,449"
04000000000,Красноярский край,март,2006,"1,847"
04000000000,Красноярский край,март,2007,"2,013"
04000000000,Красноярский край,март,2008,"1,923"
04000000000,Красноярский край,март,2009,"1,728"
04000000000,Красноярский край,март,2010,"1,623"
04000000000,Красноярский край,март,2011,"1,852"
04000000000,Красноярский край,март,2012,"1,845"
04000000000,Красноярский край,март,2013,"2,443"
04000000000,Красноярский край,март,2014,"1,930"
04000000000,Красноярский край,март,2015,"1,557"
04000000000,Красноярский край,март,2016,"1,487"
04000000000,Красноярский край,март,2017,"1,726"
04000000000,Красноярский край,март,2018,"1,561"
04000000000,Красноярский край,март,2019,"1,517"
04000000000,Красноярский край,март,2020,"1,234"
04000000000,Красноярский край,апрель,2006,"1,830"
04000000000,Красноярский край,апрель,2007,"2,133"
04000000000,Красноярский край,апрель,2008,"1,828"
04000000000,Красноярский край,апрель,2009,"1,963"
04000000000,Красноярский край,апрель,2010,"2,545"
04000000000,Красноярский край,апрель,2011,"2,123"
04000000000,Красноярский край,апрель,2012,"2,063"
04000000000,Красноярский край,апрель,2013,"2,036"
04000000000,Красноярский край,апрель,2014,"2,099"
04000000000,Красноярский край,апрель,2015,"2,012"
04000000000,Красноярский край,апрель,2016,"1,629"
04000000000,Красноярский край,апрель,2017,"1,744"
04000000000,Красноярский край,апрель,2018,"1,595"
04000000000,Красноярский край,апрель,2019,"1,449"
04000000000,Красноярский край,апрель,2020,865
04000000000,Красноярский край,май,2006,760
04000000000,Красноярский край,май,2007,841
04000000000,Красноярский край,май,2008,925
04000000000,Красноярский край,май,2009,"1,002"
04000000000,Красноярский край,май,2010,889
04000000000,Красноярский край,май,2011,932
04000000000,Красноярский край,май,2012,973
04000000000,Красноярский край,май,2013,"1,032"
04000000000,Красноярский край,май,2014,"1,084"
04000000000,Красноярский край,май,2015,968
04000000000,Красноярский край,май,2016,877
04000000000,Красноярский край,май,2017,826
04000000000,Красноярский край,май,2018,813
04000000000,Красноярский край,май,2019,775
04000000000,Красноярский край,май,2020,264
04000000000,Красноярский край,июнь,2006,"2,494"
04000000000,Красноярский край,июнь,2007,"2,745"
04000000000,Красноярский край,июнь,2008,"2,364"
04000000000,Красноярский край,июнь,2009,"2,498"
04000000000,Красноярский край,июнь,2010,"2,628"
04000000000,Красноярский край,июнь,2011,"2,877"
04000000000,Красноярский край,июнь,2012,"3,063"
04000000000,Красноярский край,июнь,2013,"2,930"
04000000000,Красноярский край,июнь,2014,"2,730"
04000000000,Красноярский край,июнь,2015,"2,478"
04000000000,Красноярский край,июнь,2016,"2,343"
04000000000,Красноярский край,июнь,2017,"2,518"
04000000000,Красноярский край,июнь,2018,"2,414"
04000000000,Красноярский край,июнь,2019,"2,245"
04000000000,Красноярский край,июнь,2020,"1,511"
04000000000,Красноярский край,июль,2006,"2,515"
04000000000,Красноярский край,июль,2007,"2,961"
04000000000,Красноярский край,июль,2008,"2,693"
04000000000,Красноярский край,июль,2009,"3,321"
04000000000,Красноярский край,июль,2010,"3,643"
04000000000,Красноярский край,июль,2011,"3,753"
04000000000,Красноярский край,июль,2012,"3,119"
04000000000,Красноярский край,июль,2013,"2,877"
04000000000,Красноярский край,июль,2014,"3,217"
04000000000,Красноярский край,июль,2015,"3,257"
04000000000,Красноярский край,июль,2016,"3,062"
04000000000,Красноярский край,июль,2017,"3,387"
04000000000,Красноярский край,июль,2018,"2,472"
04000000000,Красноярский край,июль,2019,"2,435"
04000000000,Красноярский край,июль,2020,"2,138"
04000000000,Красноярский край,август,2006,"2,905"
04000000000,Красноярский край,август,2007,"3,447"
04000000000,Красноярский край,август,2008,"3,983"
04000000000,Красноярский край,август,2009,"3,226"
04000000000,Красноярский край,август,2010,"3,214"
04000000000,Красноярский край,август,2011,"3,397"
04000000000,Красноярский край,август,2012,"3,466"
04000000000,Красноярский край,август,2013,"4,251"
04000000000,Красноярский край,август,2014,"3,520"
04000000000,Красноярский край,август,2015,"3,045"
04000000000,Красноярский край,август,2016,"2,589"
04000000000,Красноярский край,август,2017,"2,743"
04000000000,Красноярский край,август,2018,"3,014"
04000000000,Красноярский край,август,2019,"2,691"
04000000000,Красноярский край,август,2020,"2,115"
04000000000,Красноярский край,сентябрь,2006,"2,817"
04000000000,Красноярский край,сентябрь,2007,"2,727"
04000000000,Красноярский край,сентябрь,2008,"2,330"
04000000000,Красноярский край,сентябрь,2009,"2,609"
04000000000,Красноярский край,сентябрь,2010,"2,774"
04000000000,Красноярский край,сентябрь,2011,"3,179"
04000000000,Красноярский край,сентябрь,2012,"2,814"
04000000000,Красноярский край,сентябрь,2013,"2,838"
04000000000,Красноярский край,сентябрь,2014,"2,456"
04000000000,Красноярский край,сентябрь,2015,"2,381"
04000000000,Красноярский край,сентябрь,2016,"2,163"
04000000000,Красноярский край,сентябрь,2017,"2,418"
04000000000,Красноярский край,сентябрь,2018,"2,056"
04000000000,Красноярский край,сентябрь,2019,"1,982"
04000000000,Красноярский край,сентябрь,2020,"1,799"
04000000000,Красноярский край,октябрь,2006,"1,986"
04000000000,Красноярский край,октябрь,2007,"2,255"
04000000000,Красноярский край,октябрь,2008,"2,168"
04000000000,Красноярский край,октябрь,2009,"2,332"
04000000000,Красноярский край,октябрь,2010,"2,473"
04000000000,Красноярский край,октябрь,2011,"2,396"
04000000000,Красноярский край,октябрь,2012,"2,222"
04000000000,Красноярский край,октябрь,2013,"2,143"
04000000000,Красноярский край,октябрь,2014,"2,209"
04000000000,Красноярский край,октябрь,2015,"2,133"
04000000000,Красноярский край,октябрь,2016,"1,635"
04000000000,Красноярский край,октябрь,2017,"1,507"
04000000000,Красноярский край,октябрь,2018,818
04000000000,Красноярский край,октябрь,2019,"1,678"
04000000000,Красноярский край,октябрь,2020,"1,593"
04000000000,Красноярский край,ноябрь,2006,"1,838"
04000000000,Красноярский край,ноябрь,2007,"2,611"
04000000000,Красноярский край,ноябрь,2008,"1,783"
04000000000,Красноярский край,ноябрь,2009,"1,883"
04000000000,Красноярский край,ноябрь,2010,"1,922"
04000000000,Красноярский край,ноябрь,2011,"2,617"
04000000000,Красноярский край,ноябрь,2012,"2,074"
04000000000,Красноярский край,ноябрь,2013,"2,229"
04000000000,Красноярский край,ноябрь,2014,"1,926"
04000000000,Красноярский край,ноябрь,2015,"1,799"
04000000000,Красноярский край,ноябрь,2016,"1,365"
04000000000,Красноярский край,ноябрь,2017,"1,597"
04000000000,Красноярский край,ноябрь,2018,"1,032"
04000000000,Красноярский край,ноябрь,2019,"1,740"
04000000000,Красноярский край,ноябрь,2020,"1,141"
04000000000,Красноярский край,декабрь,2006,"2,085"
04000000000,Красноярский край,декабрь,2007,"2,859"
04000000000,Красноярский край,декабрь,2008,"1,572"
04000000000,Красноярский край,декабрь,2009,"2,035"
04000000000,Красноярский край,декабрь,2010,"1,997"
04000000000,Красноярский край,декабрь,2011,"2,908"
04000000000,Красноярский край,декабрь,2012,"2,050"
04000000000,Красноярский край,декабрь,2013,"2,086"
04000000000,Красноярский край,декабрь,2014,"2,058"
04000000000,Красноярский край,декабрь,2015,"2,379"
04000000000,Красноярский край,декабрь,2016,"1,449"
04000000000,Красноярский край,декабрь,2017,"1,829"
04000000000,Красноярский край,декабрь,2018,"1,108"
04000000000,Красноярский край,декабрь,2019,"1,726"
04000000000,Красноярский край,декабрь,2020,"1,147"
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2006,16
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2007,11
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2008,17
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2009,15
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2010,23
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2011,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2012,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2013,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2014,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2015,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2016,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2017,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2018,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2019,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),январь,2020,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2006,10
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2007,22
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2008,19
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2009,18
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2010,14
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2011,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2012,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2013,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2014,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2015,""
04100000000,Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),февраль,2016,""
